Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_3/Channel_0.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_3.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_0/Channel_2.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_3/Channel_5.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_0/Channel_1.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_3/Channel_0,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_3,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_0/Channel_2,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_3/Channel_5,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_0/Channel_1,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0,
2023/08/10 11:51:19.000,,,22.333984375,18.794921875,18.7294921875,,,
2023/08/10 11:51:20.000,30.3251953125,19.341796875,,,,,,
2023/08/10 11:51:22.000,,,,,,18.458984375,,
2023/08/10 11:51:23.000,,,22.3564453125,18.791015625,18.748046875,,,
2023/08/10 11:51:24.000,30.341796875,19.3447265625,,,,,,
2023/08/10 11:51:28.000,,,,,,,18.78125,
2023/08/10 11:51:30.000,30.3681640625,19.333984375,,,,18.4560546875,18.7900390625,
2023/08/10 11:51:33.000,30.3828125,19.3447265625,,,,,,
2023/08/10 11:51:34.000,,,,,,18.4521484375,18.7685546875,
2023/08/10 11:51:37.000,30.3837890625,19.337890625,,,,18.4501953125,18.7958984375,
2023/08/10 11:51:41.000,30.4013671875,19.3330078125,,,,,,
2023/08/10 11:51:44.000,,,,,,18.4453125,18.783203125,
2023/08/10 11:51:48.000,,,,,,18.447265625,18.7900390625,
2023/08/10 11:51:50.000,30.4423828125,,,,,18.4501953125,18.8046875,
2023/08/10 11:51:53.000,30.447265625,19.3291015625,,,,,,
2023/08/10 11:51:55.000,,,22.595703125,18.8349609375,18.77734375,,,
2023/08/10 11:51:57.000,30.47265625,19.3359375,,,,,,
2023/08/10 11:52:01.000,30.4853515625,,,,,,,
2023/08/10 11:52:03.000,,,22.6513671875,18.8564453125,18.79296875,,,
2023/08/10 11:52:04.000,,19.328125,,,,,,
2023/08/10 11:52:08.000,,,,,,18.44921875,18.828125,
2023/08/10 11:52:10.000,30.5087890625,19.33203125,,,,18.447265625,18.8251953125,
2023/08/10 11:52:13.000,30.517578125,19.3291015625,,,,,,
2023/08/10 11:52:19.000,30.533203125,19.337890625,,,,,,
2023/08/10 11:52:21.000,,,22.7578125,18.8818359375,18.828125,,,
2023/08/10 11:52:22.000,30.5576171875,19.333984375,,,,,,
2023/08/10 11:52:25.000,30.55859375,19.3369140625,,,,,,
2023/08/10 11:52:28.000,,,22.826171875,18.8994140625,18.8349609375,,,
2023/08/10 11:52:29.000,,,22.80078125,,18.8515625,,,
2023/08/10 11:52:30.000,30.5712890625,19.33203125,,,,,,
2023/08/10 11:52:33.000,30.5859375,19.3271484375,,,,,,
2023/08/10 11:52:39.000,30.6064453125,19.3359375,,,,,,
2023/08/10 11:52:43.000,30.603515625,19.328125,,,,,,
2023/08/10 11:52:44.000,,,,,,18.4501953125,18.865234375,
2023/08/10 11:52:47.000,,,,,,18.4580078125,18.8671875,
2023/08/10 11:52:50.000,,,,,,18.4384765625,18.87109375,
2023/08/10 11:52:52.000,,,,,,18.4423828125,18.8935546875,
2023/08/10 11:52:54.000,30.6416015625,19.33203125,,,,18.443359375,18.8583984375,
2023/08/10 11:52:59.000,30.6484375,19.333984375,,,,,,
2023/08/10 11:53:03.000,30.6572265625,19.330078125,,,,,,
2023/08/10 11:53:05.000,,,23.0244140625,18.9306640625,18.8994140625,,,
2023/08/10 11:53:07.000,30.66796875,19.3359375,,,,,,
2023/08/10 11:53:09.000,,,,,,18.4404296875,18.8876953125,
2023/08/10 11:53:10.000,,,,,,18.4384765625,18.8837890625,
2023/08/10 11:53:12.000,,,,,,18.4521484375,18.8974609375,
2023/08/10 11:53:14.000,,,,,,18.44921875,18.8671875,
2023/08/10 11:53:15.000,,,23.072265625,18.9345703125,18.8828125,,,
2023/08/10 11:53:17.000,30.6865234375,19.333984375,,,,,,
2023/08/10 11:53:21.000,30.7021484375,19.3291015625,,,,,,
2023/08/10 11:53:24.000,,,23.12109375,18.94140625,18.931640625,,,
2023/08/10 11:53:25.000,30.740234375,19.33203125,,,,,,
2023/08/10 11:53:28.000,,,,,,,18.892578125,
2023/08/10 11:53:29.000,31.36328125,19.3369140625,,,,,,
2023/08/10 11:53:33.000,32.1279296875,,,,,,,
2023/08/10 11:53:39.000,33.193359375,19.3427734375,,,,,,
2023/08/10 11:53:41.000,,,23.220703125,18.7177734375,18.720703125,,,
2023/08/10 11:53:42.000,33.548828125,19.341796875,,,,,,
2023/08/10 11:53:44.000,33.6083984375,19.3369140625,,,,18.4375,18.865234375,
2023/08/10 11:53:48.000,33.80078125,19.3359375,,,,,,
2023/08/10 11:53:50.000,,,,,,18.4384765625,18.8583984375,
2023/08/10 11:53:52.000,,,,,,18.43359375,18.87109375,
2023/08/10 11:53:54.000,,,,,,18.4345703125,18.861328125,
2023/08/10 11:53:58.000,,,,,,18.4375,18.87109375,
2023/08/10 11:54:01.000,,,,,,18.443359375,18.8759765625,
2023/08/10 11:54:03.000,,,,,,18.4375,18.857421875,
2023/08/10 11:54:05.000,,,,,,18.4345703125,18.873046875,
2023/08/10 11:54:07.000,34.3046875,19.34765625,,,,,,
2023/08/10 11:54:11.000,34.3564453125,19.3388671875,,,,,,
2023/08/10 11:54:14.000,,,,,,,18.88671875,
2023/08/10 11:54:18.000,,,,,,18.44140625,18.91015625,
2023/08/10 11:54:21.000,,,,,,18.4404296875,18.8955078125,
2023/08/10 11:54:22.000,,,23.4462890625,18.923828125,18.9091796875,,,
2023/08/10 11:54:23.000,34.5029296875,19.3427734375,,,,,,
2023/08/10 11:54:29.000,34.5849609375,,,,,,,
2023/08/10 11:54:33.000,34.6298828125,19.3447265625,,,,,,
2023/08/10 11:54:39.000,34.6875,19.349609375,,,,,,
2023/08/10 11:54:42.000,,,,,,18.447265625,18.96484375,
2023/08/10 11:54:44.000,,,,,,18.451171875,18.9658203125,
2023/08/10 11:54:49.000,,,,,,18.4541015625,18.9765625,
2023/08/10 11:54:51.000,,,,,,18.4501953125,18.9541015625,
2023/08/10 11:54:52.000,34.798828125,19.3388671875,,,,,,
2023/08/10 11:54:55.000,34.8115234375,19.35546875,,,,,,
2023/08/10 11:54:58.000,,,,,,18.4453125,18.9716796875,
2023/08/10 11:54:59.000,34.849609375,19.3466796875,,,,,,
2023/08/10 11:55:01.000,,,23.7802734375,19.056640625,19.0810546875,,,
2023/08/10 11:55:02.000,34.869140625,19.3583984375,,,,,,
2023/08/10 11:55:05.000,34.8994140625,19.353515625,,,,,,
2023/08/10 11:55:10.000,34.9287109375,19.3515625,,,,,,
2023/08/10 11:55:12.000,,,,,,18.44921875,19.0126953125,
2023/08/10 11:55:14.000,,,,,,18.451171875,19.017578125,
2023/08/10 11:55:15.000,,,23.9404296875,19.111328125,19.1015625,,,
2023/08/10 11:55:18.000,34.9853515625,19.369140625,,,,,,
2023/08/10 11:55:21.000,35.0146484375,19.3623046875,,,,,,
2023/08/10 11:55:23.000,,,24.03515625,19.1611328125,19.0966796875,,,
2023/08/10 11:55:24.000,35.0361328125,19.36328125,,,,,,
2023/08/10 11:55:28.000,,,,,,18.4609375,19.0498046875,
2023/08/10 11:55:30.000,,,,,,18.451171875,19.05859375,
2023/08/10 11:55:32.000,,,,,,18.4560546875,19.0595703125,
2023/08/10 11:55:34.000,,,,,,18.44921875,19.052734375,
2023/08/10 11:55:38.000,,,,,,18.443359375,19.0615234375,
2023/08/10 11:55:39.000,,,24.1669921875,19.17578125,19.126953125,,,
2023/08/10 11:55:41.000,35.12109375,19.3642578125,,,,,,
2023/08/10 11:55:42.000,35.142578125,19.36328125,,,,18.4501953125,19.076171875,
2023/08/10 11:55:45.000,35.1552734375,19.37109375,,,,,,
2023/08/10 11:55:48.000,,,,,,18.44921875,19.080078125,
2023/08/10 11:55:49.000,35.17578125,19.380859375,,,,,,
2023/08/10 11:55:53.000,35.19921875,19.373046875,,,,,,
2023/08/10 11:55:55.000,,,24.3134765625,19.228515625,19.1728515625,,,
2023/08/10 11:55:58.000,35.236328125,,,,,,,
2023/08/10 11:56:01.000,35.2421875,19.3857421875,,,,,,
2023/08/10 11:56:02.000,,,,,,18.443359375,19.1064453125,
2023/08/10 11:56:04.000,,,,,,18.4384765625,19.1142578125,
2023/08/10 11:56:08.000,35.302734375,19.388671875,,,,18.44921875,19.146484375,
2023/08/10 11:56:11.000,35.318359375,19.384765625,,,,,,
2023/08/10 11:56:14.000,,,,,,18.4365234375,19.130859375,
2023/08/10 11:56:18.000,,,,,,18.4404296875,19.1611328125,
2023/08/10 11:56:21.000,35.3505859375,19.3935546875,,,,18.4375,19.158203125,
2023/08/10 11:56:23.000,,,24.587890625,19.3037109375,19.2451171875,,,
2023/08/10 11:56:24.000,35.375,19.390625,,,,,,
2023/08/10 11:56:29.000,35.3935546875,19.3974609375,,,,,,
2023/08/10 11:56:33.000,35.4130859375,19.40234375,,,,,,
2023/08/10 11:56:35.000,,,24.6552734375,19.333984375,19.263671875,,,
2023/08/10 11:56:37.000,35.4365234375,19.40625,,,,,,
2023/08/10 11:56:40.000,,,,,,18.427734375,19.2119140625,
2023/08/10 11:56:43.000,,,,,,18.4365234375,19.201171875,
2023/08/10 11:56:45.000,,,,,,18.4326171875,19.2236328125,
2023/08/10 11:56:48.000,35.490234375,19.4169921875,,,,,,
2023/08/10 11:56:51.000,35.5029296875,19.4130859375,,,,,,
2023/08/10 11:56:52.000,,,,,,18.4296875,19.22265625,
2023/08/10 11:56:54.000,,,,,,18.4326171875,19.2158203125,
2023/08/10 11:56:55.000,,,24.8544921875,19.38671875,19.3427734375,,,
2023/08/10 11:56:57.000,35.53515625,19.423828125,,,,,,
2023/08/10 11:57:00.000,,,,,,18.4296875,19.2685546875,
2023/08/10 11:57:01.000,35.5634765625,19.421875,,,,,,
2023/08/10 11:57:03.000,35.5546875,19.4287109375,,,,,,
2023/08/10 11:57:05.000,,,24.9130859375,19.4072265625,19.38671875,,,
2023/08/10 11:57:07.000,35.576171875,19.423828125,,,,,,
2023/08/10 11:57:08.000,,,,,,18.4248046875,19.2529296875,
2023/08/10 11:57:09.000,,,24.95703125,19.4248046875,19.40625,,,
2023/08/10 11:57:10.000,35.5908203125,19.4345703125,,,,,,
2023/08/10 11:57:12.000,,,,,,18.4365234375,19.271484375,
2023/08/10 11:57:14.000,35.6083984375,19.4384765625,,,,18.4306640625,19.2734375,
2023/08/10 11:57:18.000,35.6376953125,19.443359375,,,,,,
2023/08/10 11:57:20.000,,,,,,18.427734375,19.2998046875,
2023/08/10 11:57:22.000,,,,,,18.4306640625,19.3076171875,
2023/08/10 11:57:24.000,,,,,,18.4287109375,19.3056640625,
2023/08/10 11:57:28.000,,,,,,18.427734375,19.318359375,
2023/08/10 11:57:29.000,35.6845703125,19.4462890625,,,,,,
2023/08/10 11:57:31.000,35.68359375,19.4482421875,,,,,,
2023/08/10 11:57:35.000,35.7060546875,19.4560546875,,,,,,
2023/08/10 11:57:40.000,35.73046875,19.46484375,,,,,,
2023/08/10 11:57:43.000,35.7333984375,19.462890625,,,,,,
2023/08/10 11:57:45.000,,,25.2197265625,19.5283203125,19.5166015625,,,
2023/08/10 11:57:48.000,35.75390625,19.4755859375,,,,,,
2023/08/10 11:57:51.000,35.763671875,19.4736328125,,,,,,
2023/08/10 11:57:53.000,,,25.283203125,19.55078125,19.5478515625,,,
2023/08/10 11:57:54.000,35.7802734375,19.4716796875,,,,,,
2023/08/10 11:57:59.000,35.794921875,,,,,,,
2023/08/10 11:58:01.000,,,25.3330078125,19.5908203125,19.5517578125,,,
2023/08/10 11:58:02.000,35.8125,19.486328125,,,,,,
2023/08/10 11:58:04.000,,,,,,18.4326171875,19.373046875,
2023/08/10 11:58:08.000,35.830078125,19.490234375,,,,18.4365234375,19.4033203125,
2023/08/10 11:58:11.000,35.8427734375,19.49609375,,,,,,
2023/08/10 11:58:14.000,,,,,,18.4345703125,19.416015625,
2023/08/10 11:58:19.000,,,,,,18.4375,19.4287109375,
2023/08/10 11:58:21.000,,,,,,18.423828125,,
2023/08/10 11:58:22.000,35.896484375,19.5048828125,,,,,,
2023/08/10 11:58:25.000,35.9091796875,19.5107421875,,,,,,
2023/08/10 11:58:27.000,,,,,,18.4296875,19.44140625,
2023/08/10 11:58:28.000,35.9169921875,,,,,,,
2023/08/10 11:58:31.000,35.9287109375,,,,,,,
2023/08/10 11:58:32.000,,,,,,18.427734375,19.4521484375,
2023/08/10 11:58:33.000,,,25.529296875,19.7001953125,19.5849609375,,,
2023/08/10 11:58:34.000,35.9541015625,19.521484375,,,,,,
2023/08/10 11:58:37.000,35.9599609375,,,,,18.419921875,19.4736328125,
2023/08/10 11:58:39.000,,,25.5615234375,,19.6337890625,,,
2023/08/10 11:58:40.000,35.9638671875,19.517578125,,,,,,
2023/08/10 11:58:43.000,35.98046875,19.5283203125,,,,,,
2023/08/10 11:58:45.000,,,25.5791015625,19.6767578125,19.66015625,,,
2023/08/10 11:58:47.000,35.9931640625,19.5263671875,,,,,,
2023/08/10 11:58:51.000,36.0029296875,19.541015625,,,,,,
2023/08/10 11:58:52.000,,,,,,18.4169921875,19.5205078125,
2023/08/10 11:58:57.000,36.0341796875,19.5390625,,,,18.4189453125,19.513671875,
2023/08/10 11:59:01.000,36.044921875,19.5478515625,,,,,,
2023/08/10 11:59:04.000,,,,,,18.4169921875,19.53125,
2023/08/10 11:59:08.000,,,,,,18.4150390625,19.5380859375,
2023/08/10 11:59:10.000,36.0703125,19.5556640625,,,,,19.552734375,
2023/08/10 11:59:13.000,36.083984375,19.55859375,,,,,,
2023/08/10 11:59:15.000,,,25.7216796875,19.7353515625,19.708984375,,,
2023/08/10 11:59:17.000,36.080078125,19.578125,,,,,,
2023/08/10 11:59:18.000,,,,,,18.4169921875,19.5498046875,
2023/08/10 11:59:19.000,,,25.75390625,19.7705078125,19.76953125,,,
2023/08/10 11:59:20.000,36.0966796875,19.5615234375,,,,,,
2023/08/10 11:59:22.000,36.107421875,19.572265625,,,,18.4189453125,19.576171875,
2023/08/10 11:59:25.000,36.111328125,19.5703125,,,,,,
2023/08/10 11:59:28.000,,,,,,,19.578125,
2023/08/10 11:59:29.000,36.1357421875,19.576171875,,,,,,
2023/08/10 11:59:33.000,36.1474609375,19.5849609375,,,,,,
2023/08/10 11:59:35.000,,,25.83203125,19.8193359375,19.7880859375,,,
2023/08/10 11:59:38.000,36.1650390625,19.576171875,,,,,,
2023/08/10 11:59:41.000,36.1748046875,19.5908203125,,,,,,
2023/08/10 11:59:45.000,36.1884765625,19.59375,,,,,,
2023/08/10 11:59:50.000,36.2041015625,19.6005859375,,,,,,
2023/08/10 11:59:53.000,36.2080078125,19.6044921875,,,,,,
2023/08/10 11:59:59.000,36.236328125,19.60546875,,,,,,
2023/08/10 12:00:03.000,,,,,,18.416015625,19.6337890625,
2023/08/10 12:00:05.000,,,,,,18.4208984375,19.6396484375,
2023/08/10 12:00:09.000,,,,,,18.4150390625,19.6640625,
2023/08/10 12:00:10.000,36.2578125,19.6220703125,,,,,,
2023/08/10 12:00:13.000,36.26171875,19.6240234375,,,,,,
2023/08/10 12:00:15.000,,,26.0234375,19.8740234375,19.8564453125,,,
2023/08/10 12:00:17.000,36.2734375,19.630859375,,,,,,
2023/08/10 12:00:20.000,,,,,,18.4189453125,19.6728515625,
2023/08/10 12:00:22.000,,,,,,18.4169921875,19.6953125,
2023/08/10 12:00:24.000,,,,,,18.4189453125,19.7119140625,
2023/08/10 12:00:29.000,,,,,,18.421875,19.70703125,
2023/08/10 12:00:31.000,,,,,,18.4111328125,19.7001953125,
2023/08/10 12:00:32.000,36.326171875,19.6513671875,,,,,,
2023/08/10 12:00:35.000,36.3349609375,19.6474609375,,,,,,
2023/08/10 12:00:38.000,,,,,,18.4248046875,19.7275390625,
2023/08/10 12:00:39.000,36.3466796875,19.666015625,,,,,,
2023/08/10 12:00:43.000,36.37109375,19.6611328125,,,,,,
2023/08/10 12:00:49.000,36.373046875,19.669921875,,,,,,
2023/08/10 12:00:53.000,36.3798828125,19.6689453125,,,,,,
2023/08/10 12:00:59.000,36.392578125,19.677734375,,,,,,
2023/08/10 12:01:04.000,36.404296875,19.685546875,,,,,,
2023/08/10 12:01:06.000,,,26.1904296875,20.0029296875,19.96484375,,,
2023/08/10 12:01:08.000,,,26.197265625,19.9716796875,19.9677734375,,,
2023/08/10 12:01:09.000,36.4228515625,19.6962890625,,,,,,
2023/08/10 12:01:10.000,,,,,,18.4111328125,19.7998046875,
2023/08/10 12:01:12.000,,,,,,18.41015625,19.8037109375,
2023/08/10 12:01:14.000,,,,,,18.4130859375,19.8046875,
2023/08/10 12:01:15.000,,,26.2158203125,19.98046875,19.9765625,,,
2023/08/10 12:01:17.000,36.44921875,19.69921875,,,,,,
2023/08/10 12:01:20.000,,,,,,18.404296875,19.8134765625,
2023/08/10 12:01:21.000,36.4599609375,19.701171875,,,,,,
2023/08/10 12:01:23.000,36.466796875,19.705078125,,,,,,
2023/08/10 12:01:29.000,36.4873046875,19.7099609375,,,,,,
2023/08/10 12:01:33.000,36.4931640625,19.7119140625,,,,,,
2023/08/10 12:01:39.000,36.51171875,19.72265625,,,,,,
2023/08/10 12:01:41.000,,,26.3486328125,20.10546875,20.01953125,,,
2023/08/10 12:01:42.000,36.5302734375,19.7333984375,,,,,,
2023/08/10 12:01:45.000,36.53125,19.7314453125,,,,,,
2023/08/10 12:01:50.000,36.5458984375,19.7333984375,,,,18.41015625,19.87109375,
2023/08/10 12:01:53.000,36.544921875,19.736328125,,,,,,
2023/08/10 12:01:56.000,,,,,,18.421875,19.853515625,
2023/08/10 12:01:58.000,36.5654296875,19.7470703125,,,,,,
2023/08/10 12:02:01.000,36.5693359375,19.7451171875,,,,,,
2023/08/10 12:02:02.000,,,,,,18.412109375,19.873046875,
2023/08/10 12:02:04.000,,,,,,18.4111328125,19.8955078125,
2023/08/10 12:02:06.000,,,,,,,19.9140625,
2023/08/10 12:02:10.000,,,,,,18.412109375,19.87890625,
2023/08/10 12:02:12.000,,,,,,18.4169921875,19.9091796875,
2023/08/10 12:02:14.000,,,,,,18.4072265625,19.9306640625,
2023/08/10 12:02:18.000,,,,,,18.41015625,19.927734375,
2023/08/10 12:02:21.000,,,,,,,19.9189453125,
2023/08/10 12:02:23.000,,,,,,18.4169921875,19.943359375,
2023/08/10 12:02:24.000,,,26.51171875,20.1591796875,20.1904296875,,,
2023/08/10 12:02:25.000,,,26.5205078125,20.197265625,,,,
2023/08/10 12:02:27.000,36.6484375,19.7880859375,,,,,,
2023/08/10 12:02:28.000,,,,,,18.412109375,19.9580078125,
2023/08/10 12:02:29.000,,,26.5576171875,20.2080078125,20.181640625,,,
2023/08/10 12:02:30.000,36.6552734375,19.791015625,,,,,,
2023/08/10 12:02:32.000,,,,,,18.416015625,19.9609375,
2023/08/10 12:02:34.000,,,,,,18.41015625,,
2023/08/10 12:02:36.000,,,,,,18.4111328125,19.958984375,
2023/08/10 12:02:38.000,36.6904296875,19.8056640625,,,,,,
2023/08/10 12:02:41.000,36.712890625,19.81640625,,,,,,
2023/08/10 12:02:44.000,,,,,,18.4072265625,19.9755859375,
2023/08/10 12:02:49.000,,,,,,18.416015625,19.9580078125,
2023/08/10 12:02:51.000,,,,,,18.41015625,19.9765625,
2023/08/10 12:02:52.000,36.7158203125,19.822265625,,,,,,
2023/08/10 12:02:53.000,,,26.64453125,20.2529296875,20.2548828125,,,
2023/08/10 12:02:54.000,36.7216796875,19.826171875,,,,,,
2023/08/10 12:02:59.000,36.7421875,19.8251953125,,,,,,
2023/08/10 12:03:00.000,,,,,,18.4111328125,20.0107421875,
2023/08/10 12:03:02.000,,,,,,18.4150390625,19.994140625,
2023/08/10 12:03:04.000,,,,,,18.4111328125,20.001953125,
2023/08/10 12:03:06.000,,,,,,18.4130859375,20.03125,
2023/08/10 12:03:10.000,,,,,,18.4111328125,20.0224609375,
2023/08/10 12:03:12.000,,,,,,18.412109375,20.015625,
2023/08/10 12:03:14.000,36.9130859375,19.8427734375,,,,18.4072265625,20.0283203125,
2023/08/10 12:03:18.000,37.5849609375,19.8544921875,,,,,,
2023/08/10 12:03:19.000,,,,,,18.4111328125,20.0224609375,
2023/08/10 12:03:20.000,,,26.734375,20.109375,20.185546875,,,
2023/08/10 12:03:21.000,,,,20.1318359375,20.166015625,,,
2023/08/10 12:03:22.000,37.998046875,19.8525390625,,,,,,
2023/08/10 12:03:25.000,38.169921875,19.8623046875,,,,,,
2023/08/10 12:03:28.000,,,26.7568359375,20.1787109375,,,,
2023/08/10 12:03:29.000,38.3330078125,19.861328125,,,,,,
2023/08/10 12:03:33.000,38.4423828125,19.87109375,,,,,,
2023/08/10 12:03:39.000,38.54296875,19.87890625,,,,,,
2023/08/10 12:03:43.000,38.62109375,19.8798828125,,,,,,
2023/08/10 12:03:49.000,38.6875,19.8779296875,,,,,,
2023/08/10 12:03:53.000,,,,,,18.404296875,20.0634765625,
2023/08/10 12:03:55.000,,,,,,18.408203125,20.0537109375,
2023/08/10 12:04:00.000,,,,,,18.404296875,20.0546875,
2023/08/10 12:04:02.000,,,,,,18.3994140625,20.091796875,
2023/08/10 12:04:04.000,38.8203125,19.896484375,,,,18.412109375,20.044921875,
2023/08/10 12:04:08.000,38.8369140625,19.904296875,,,,,,
2023/08/10 12:04:09.000,,,,,,18.4111328125,20.1044921875,
2023/08/10 12:04:10.000,38.8505859375,,,,,,,
2023/08/10 12:04:13.000,38.8837890625,19.91015625,,,,,,
2023/08/10 12:04:19.000,38.91015625,19.919921875,,,,,,
2023/08/10 12:04:20.000,,,,,,18.4150390625,20.1181640625,
2023/08/10 12:04:22.000,,,,,,18.412109375,20.1220703125,
2023/08/10 12:04:24.000,,,,,,18.4130859375,20.130859375,
2023/08/10 12:04:26.000,,,,,,18.416015625,20.1357421875,
2023/08/10 12:04:29.000,,,26.912109375,20.4169921875,20.4033203125,,,
2023/08/10 12:04:30.000,38.974609375,19.931640625,,,,,,
2023/08/10 12:04:33.000,39.00390625,19.927734375,,,,,,
2023/08/10 12:04:38.000,39.03515625,19.9365234375,,,,,,
2023/08/10 12:04:41.000,39.048828125,19.9404296875,,,,,,
2023/08/10 12:04:45.000,39.0703125,19.9443359375,,,,,,
2023/08/10 12:04:50.000,39.1064453125,19.9560546875,,,,,,
2023/08/10 12:04:54.000,39.1298828125,19.9619140625,,,,,,
2023/08/10 12:04:56.000,,,27.0947265625,20.5224609375,20.4658203125,,,
2023/08/10 12:04:58.000,,,27.1142578125,20.5166015625,20.4521484375,,,
2023/08/10 12:04:59.000,39.1669921875,19.9697265625,,,,,,
2023/08/10 12:05:00.000,,,,,,18.4189453125,20.21875,
2023/08/10 12:05:02.000,,,,,,18.416015625,20.22265625,
2023/08/10 12:05:04.000,,,,,,18.43359375,20.2275390625,
2023/08/10 12:05:06.000,,,,,,18.4169921875,20.2431640625,
2023/08/10 12:05:08.000,,,27.1552734375,20.5126953125,20.48046875,,,
2023/08/10 12:05:09.000,39.205078125,19.978515625,,,,,,
2023/08/10 12:05:10.000,,,,,,18.419921875,20.25,
2023/08/10 12:05:11.000,,,27.1865234375,20.517578125,20.482421875,,,
2023/08/10 12:05:12.000,39.2138671875,19.974609375,,,,,,
2023/08/10 12:05:14.000,,,,,,,20.2333984375,
2023/08/10 12:05:16.000,,,,,,18.4189453125,20.2626953125,
2023/08/10 12:05:19.000,,,27.1943359375,20.5615234375,20.5068359375,,,
2023/08/10 12:05:20.000,39.2568359375,19.9892578125,,,,,,
2023/08/10 12:05:23.000,39.2705078125,19.9970703125,,,,,,
2023/08/10 12:05:25.000,,,27.259765625,20.560546875,20.5517578125,,,
2023/08/10 12:05:26.000,39.2802734375,,,,,,,
2023/08/10 12:05:30.000,39.30859375,20.0087890625,,,,,,
2023/08/10 12:05:33.000,39.318359375,20.0029296875,,,,,,
2023/08/10 12:05:36.000,,,27.298828125,20.6181640625,20.5615234375,,,
2023/08/10 12:05:38.000,39.34375,20.0185546875,,,,,,
2023/08/10 12:05:41.000,39.34765625,20.013671875,,,,,,
2023/08/10 12:05:45.000,39.35546875,20.0244140625,,,,,,
2023/08/10 12:05:50.000,39.3779296875,20.0322265625,,,,18.41015625,20.3388671875,
2023/08/10 12:05:53.000,39.3955078125,20.0283203125,,,,,,
2023/08/10 12:05:55.000,,,27.3857421875,20.6787109375,20.61328125,,,
2023/08/10 12:05:56.000,39.4111328125,20.033203125,,,,,,
2023/08/10 12:05:59.000,,,,,,18.4169921875,20.3564453125,
2023/08/10 12:06:02.000,,,,,,18.419921875,20.3671875,
2023/08/10 12:06:05.000,,,,,,18.42578125,20.3720703125,
2023/08/10 12:06:09.000,,,,,,18.423828125,20.3740234375,
2023/08/10 12:06:10.000,39.4541015625,20.0546875,,,,,,
2023/08/10 12:06:13.000,39.46875,20.05859375,,,,,,
2023/08/10 12:06:16.000,,,,,,,20.40234375,
2023/08/10 12:06:20.000,,,,,,18.4208984375,20.412109375,
2023/08/10 12:06:22.000,39.4990234375,20.06640625,,,,18.423828125,20.427734375,
2023/08/10 12:06:25.000,39.5078125,20.0810546875,,,,,,
2023/08/10 12:06:30.000,,,,,,18.4208984375,20.4111328125,
2023/08/10 12:06:32.000,,,,,,18.4287109375,20.4375,
2023/08/10 12:06:34.000,,,,,,18.42578125,20.4521484375,
2023/08/10 12:06:36.000,,,,,,18.423828125,20.451171875,
2023/08/10 12:06:39.000,39.572265625,20.09765625,,,,,,
2023/08/10 12:06:41.000,,,27.5947265625,20.7978515625,20.76171875,,,
2023/08/10 12:06:42.000,,,,20.8076171875,20.765625,,,
2023/08/10 12:06:43.000,,,,,20.7431640625,,,
2023/08/10 12:06:44.000,39.583984375,20.10546875,,,,,,
2023/08/10 12:06:46.000,,,,,,18.4287109375,20.4814453125,
2023/08/10 12:06:50.000,,,,,,18.4248046875,20.49609375,
2023/08/10 12:06:52.000,,,,,,18.4208984375,20.4990234375,
2023/08/10 12:06:54.000,39.619140625,20.1201171875,,,,18.42578125,20.5078125,
2023/08/10 12:06:59.000,39.634765625,20.1240234375,,,,,,
2023/08/10 12:07:02.000,,,,,,18.423828125,20.5029296875,
2023/08/10 12:07:04.000,,,,,,18.4306640625,20.4951171875,
2023/08/10 12:07:05.000,,,27.751953125,20.8701171875,20.7978515625,,,
2023/08/10 12:07:06.000,39.6650390625,20.14453125,,,,,,
2023/08/10 12:07:10.000,39.69140625,20.1357421875,,,,,,
2023/08/10 12:07:14.000,39.7138671875,20.158203125,,,,,,
2023/08/10 12:07:15.000,,,,,,,20.537109375,
2023/08/10 12:07:20.000,,,,,,18.4375,20.5556640625,
2023/08/10 12:07:22.000,,,,,,18.4326171875,20.55078125,
2023/08/10 12:07:24.000,,,,,,18.427734375,20.568359375,
2023/08/10 12:07:26.000,,,,,,18.4345703125,20.5576171875,
2023/08/10 12:07:29.000,39.755859375,20.1728515625,,,,,,
2023/08/10 12:07:31.000,39.7646484375,,,,,,,
