Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_0/Channel_2.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_0/Channel_2,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0,
2023/08/24 11:25:44.000,,,-32.5302734375,
2023/08/24 11:27:57.000,,,-32.6025390625,
2023/08/24 11:28:04.000,,,-32.46484375,
2023/08/24 11:28:10.000,,,-32.3671875,
2023/08/24 11:33:54.000,,,-31.8916015625,
2023/08/24 11:33:56.000,,,-31.91015625,
2023/08/24 10:37:40.000,,,-33.103515625,
2023/08/24 10:37:42.000,,,-33.11328125,
2023/08/24 10:42:56.000,,,-32.3212890625,
2023/08/24 10:48:17.000,,,-32.3173828125,
2023/08/24 10:48:22.000,,,-32.33203125,
2023/08/24 10:48:26.000,,,-32.4033203125,
2023/08/24 10:53:39.000,,,-32.6748046875,
2023/08/24 10:58:38.000,,,-32.21875,
2023/08/24 10:58:48.000,,,-32.29296875,
2023/08/24 10:58:50.000,,,-32.3037109375,
2023/08/24 10:58:52.000,,,-32.30859375,
2023/08/24 11:08:42.000,,,-32.6748046875,
2023/08/24 11:08:44.000,,,-32.66796875,
2023/08/24 11:08:47.000,,,-32.662109375,
2023/08/24 11:08:52.000,,,-32.6552734375,
2023/08/24 11:13:44.000,,,-32.4208984375,
2023/08/24 11:13:48.000,,,-32.3212890625,
2023/08/24 11:13:51.000,,,-32.2998046875,
2023/08/24 11:13:53.000,,,-32.287109375,
2023/08/24 11:18:53.000,,,-32.9375,
2023/08/24 11:18:55.000,,,-32.9365234375,
2023/08/24 11:19:02.000,,,-32.87890625,
2023/08/24 11:19:04.000,,,-32.857421875,
2023/08/24 11:24:14.000,,,-32.6435546875,
2023/08/24 11:24:16.000,,,-32.6572265625,
2023/08/24 10:14:44.000,,,-32.8154296875,
2023/08/24 10:14:48.000,,,-32.8046875,
2023/08/24 10:14:50.000,,,-32.7734375,
2023/08/24 10:25:30.000,,,-32.5517578125,
2023/08/24 10:25:36.000,,,-32.6044921875,
2023/08/24 11:26:04.000,,,-32.5732421875,
2023/08/24 11:26:06.000,,,-32.568359375,
2023/08/24 11:26:16.000,,,-32.591796875,
2023/08/24 11:26:19.000,,,-32.5859375,
2023/08/24 11:26:22.000,,,-32.595703125,
2023/08/24 11:28:16.000,,,-32.2890625,
2023/08/24 11:28:19.000,,,-32.255859375,
2023/08/24 11:28:22.000,,,-32.2451171875,
2023/08/24 11:28:24.000,,,-32.25390625,
2023/08/24 11:28:26.000,,,-32.2568359375,
2023/08/24 11:34:08.000,,,-31.9794921875,
2023/08/24 10:37:50.000,,,-33.1298828125,
2023/08/24 10:37:52.000,,,-33.162109375,
2023/08/24 10:38:02.000,,,-33.154296875,
2023/08/24 10:48:28.000,,,-32.4169921875,
2023/08/24 10:48:30.000,,,-32.4248046875,
2023/08/24 10:48:38.000,,,-32.470703125,
2023/08/24 10:48:40.000,,,-32.4765625,
2023/08/24 10:48:42.000,,,-32.4833984375,
2023/08/24 10:48:46.000,,,-32.4794921875,
2023/08/24 10:53:44.000,,,-32.705078125,
2023/08/24 10:59:08.000,,,-32.3642578125,
2023/08/24 10:59:10.000,,,-32.3701171875,
2023/08/24 10:59:12.000,,,-32.3603515625,
2023/08/24 11:08:58.000,,,-32.6484375,
2023/08/24 11:09:00.000,,,-32.6396484375,
2023/08/24 11:09:02.000,,,-32.6572265625,
2023/08/24 11:09:04.000,,,-32.66015625,
2023/08/24 11:14:06.000,,,-32.2587890625,
2023/08/24 11:14:21.000,,,-32.3798828125,
2023/08/24 11:14:24.000,,,-32.3935546875,
2023/08/24 11:19:12.000,,,-32.783203125,
2023/08/24 11:19:14.000,,,-32.765625,
2023/08/24 11:24:34.000,,,-32.490234375,
2023/08/24 11:24:36.000,,,-32.4609375,
2023/08/24 11:24:40.000,,,-32.3955078125,
2023/08/24 10:15:14.000,,,-32.7041015625,
2023/08/24 11:26:26.000,,,-32.599609375,
2023/08/24 11:26:44.000,,,-32.6845703125,
2023/08/24 11:26:46.000,,,-32.689453125,
2023/08/24 11:28:34.000,,,-32.3046875,
2023/08/24 11:28:36.000,,,-32.32421875,
2023/08/24 11:28:40.000,,,-32.3681640625,
2023/08/24 11:33:04.000,,,-31.8798828125,
2023/08/24 11:33:06.000,,,-31.8671875,
2023/08/24 10:38:08.000,,,-33.1572265625,
2023/08/24 10:38:10.000,,,-33.1318359375,
2023/08/24 10:38:12.000,,,-33.125,
2023/08/24 10:38:16.000,,,-33.1044921875,
2023/08/24 10:38:18.000,,,-33.0693359375,
2023/08/24 10:48:48.000,,,-32.4765625,
2023/08/24 10:48:58.000,,,-32.369140625,
2023/08/24 10:49:02.000,,,-32.341796875,
2023/08/24 10:54:04.000,,,-32.779296875,
2023/08/24 10:59:14.000,,,-32.35546875,
2023/08/24 10:59:23.000,,,-32.30859375,
2023/08/24 10:59:24.000,,,-32.26171875,
2023/08/24 10:59:28.000,,,-32.2294921875,
2023/08/24 11:04:14.000,,,-32.8134765625,
2023/08/24 11:04:17.000,,,-32.802734375,
2023/08/24 11:04:20.000,,,-32.814453125,
2023/08/24 11:04:22.000,,,-32.802734375,
2023/08/24 11:04:24.000,,,-32.7919921875,
2023/08/24 11:04:29.000,,,-32.728515625,
2023/08/24 11:09:12.000,,,-32.7314453125,
2023/08/24 11:09:14.000,,,-32.7626953125,
2023/08/24 11:09:18.000,,,-32.802734375,
2023/08/24 11:09:28.000,,,-32.9033203125,
2023/08/24 11:09:30.000,,,-32.91796875,
2023/08/24 11:09:32.000,,,-32.958984375,
2023/08/24 11:19:40.000,,,-32.7548828125,
2023/08/24 11:19:42.000,,,-32.78125,
2023/08/24 11:19:44.000,,,-32.7978515625,
2023/08/24 11:19:46.000,,,-32.8134765625,
2023/08/24 11:24:50.000,,,-32.3212890625,
2023/08/24 11:24:56.000,,,-32.2978515625,
2023/08/24 11:24:59.000,,,-32.3037109375,
2023/08/24 10:15:28.000,,,-32.82421875,
2023/08/24 10:15:30.000,,,-32.826171875,
2023/08/24 10:15:34.000,,,-32.8896484375,
2023/08/24 10:26:05.000,,,-32.7275390625,
2023/08/24 10:26:14.000,,,-32.6123046875,
2023/08/24 11:27:00.000,,,-32.7998046875,
2023/08/24 11:28:46.000,,,-32.400390625,
2023/08/24 11:28:53.000,,,-32.4111328125,
2023/08/24 11:33:10.000,,,-31.8330078125,
2023/08/24 11:33:12.000,,,-31.822265625,
2023/08/24 11:33:24.000,,,-31.76171875,
2023/08/24 10:38:26.000,,,-33.03515625,
2023/08/24 10:38:30.000,,,-33.0146484375,
2023/08/24 10:38:32.000,,,-33.01171875,
2023/08/24 10:49:06.000,,,-32.2265625,
2023/08/24 10:49:08.000,,,-32.2109375,
2023/08/24 10:49:10.000,,,-32.1708984375,
2023/08/24 10:54:22.000,,,-32.9267578125,
2023/08/24 10:54:29.000,,,-32.958984375,
2023/08/24 10:59:32.000,,,-32.20703125,
2023/08/24 10:59:34.000,,,-32.193359375,
2023/08/24 10:59:44.000,,,-32.1875,
2023/08/24 10:59:48.000,,,-32.2080078125,
2023/08/24 11:04:32.000,,,-32.7216796875,
2023/08/24 11:04:34.000,,,-32.6328125,
2023/08/24 11:04:48.000,,,-32.359375,
2023/08/24 11:09:48.000,,,-33.0458984375,
2023/08/24 11:09:53.000,,,-33.0478515625,
2023/08/24 11:14:50.000,,,-32.4755859375,
2023/08/24 11:14:52.000,,,-32.46484375,
2023/08/24 11:14:54.000,,,-32.4609375,
2023/08/24 11:14:56.000,,,-32.4521484375,
2023/08/24 11:19:50.000,,,-32.8525390625,
2023/08/24 11:20:10.000,,,-32.9853515625,
2023/08/24 11:20:12.000,,,-32.9951171875,
2023/08/24 10:15:44.000,,,-32.9873046875,
2023/08/24 10:15:54.000,,,-33.029296875,
2023/08/24 10:21:00.000,,,-32.8095703125,
2023/08/24 10:21:03.000,,,-32.8203125,
2023/08/24 10:21:06.000,,,-32.8251953125,
2023/08/24 10:21:08.000,,,-32.8232421875,
2023/08/24 10:26:33.000,,,-32.423828125,
2023/08/24 10:29:58.000,,,-32.9912109375,
2023/08/24 10:30:06.000,,,-32.9833984375,
2023/08/24 10:30:08.000,,,-33.05078125,
2023/08/24 10:30:10.000,,,-33.056640625,
2023/08/24 11:29:11.000,,,-32.5380859375,
2023/08/24 11:29:22.000,,,-32.4794921875,
2023/08/24 10:33:20.000,,,-33.384765625,
2023/08/24 10:33:28.000,,,-33.390625,
2023/08/24 10:33:30.000,,,-33.3916015625,
2023/08/24 10:38:40.000,,,-33.0380859375,
2023/08/24 10:38:42.000,,,-33.0439453125,
2023/08/24 10:38:45.000,,,-33.08984375,
2023/08/24 10:38:52.000,,,-33.1484375,
2023/08/24 10:44:10.000,,,-32.47265625,
2023/08/24 10:44:12.000,,,-32.4443359375,
2023/08/24 10:44:16.000,,,-32.4091796875,
2023/08/24 10:49:24.000,,,-32.0361328125,
2023/08/24 10:49:32.000,,,-32.068359375,
2023/08/24 10:49:34.000,,,-32.0810546875,
2023/08/24 10:54:52.000,,,-32.9794921875,
2023/08/24 10:54:54.000,,,-32.9775390625,
2023/08/24 10:54:58.000,,,-32.9453125,
2023/08/24 10:59:50.000,,,-32.220703125,
2023/08/24 10:59:52.000,,,-32.2236328125,
2023/08/24 10:59:54.000,,,-32.23046875,
2023/08/24 10:59:58.000,,,-32.287109375,
2023/08/24 11:04:52.000,,,-32.3544921875,
2023/08/24 11:04:54.000,,,-32.3271484375,
2023/08/24 11:04:58.000,,,-32.2958984375,
2023/08/24 11:09:54.000,,,-33.0537109375,
2023/08/24 11:10:01.000,,,-33.072265625,
2023/08/24 11:10:10.000,,,-33.0986328125,
2023/08/24 11:15:05.000,,,-32.392578125,
2023/08/24 11:15:06.000,,,-32.341796875,
2023/08/24 11:15:10.000,,,-32.3173828125,
2023/08/24 11:20:20.000,,,-33,
2023/08/24 11:20:22.000,,,-32.9599609375,
2023/08/24 11:20:24.000,,,-32.9365234375,
2023/08/24 11:20:26.000,,,-32.927734375,
2023/08/24 10:16:04.000,,,-33.052734375,
2023/08/24 10:21:20.000,,,-32.7685546875,
2023/08/24 10:26:54.000,,,-32.556640625,
2023/08/24 10:30:12.000,,,-33.0888671875,
2023/08/24 10:30:20.000,,,-33.12109375,
2023/08/24 10:30:25.000,,,-33.146484375,
2023/08/24 10:30:27.000,,,-33.14453125,
2023/08/24 11:29:32.000,,,-32.18359375,
2023/08/24 11:29:34.000,,,-32.1689453125,
2023/08/24 11:29:36.000,,,-32.11328125,
2023/08/24 11:29:44.000,,,-31.9521484375,
2023/08/24 10:33:46.000,,,-33.2890625,
2023/08/24 10:33:56.000,,,-33.1513671875,
2023/08/24 10:38:56.000,,,-33.1455078125,
2023/08/24 10:44:26.000,,,-32.3720703125,
2023/08/24 10:44:42.000,,,-32.41015625,
2023/08/24 10:44:46.000,,,-32.5068359375,
2023/08/24 10:49:42.000,,,-32.1728515625,
2023/08/24 11:00:12.000,,,-32.3779296875,
2023/08/24 11:00:14.000,,,-32.4052734375,
2023/08/24 11:00:24.000,,,-32.4482421875,
2023/08/24 11:05:12.000,,,-32.388671875,
2023/08/24 11:05:14.000,,,-32.435546875,
2023/08/24 11:05:23.000,,,-32.49609375,
2023/08/24 11:10:12.000,,,-33.09375,
2023/08/24 11:10:14.000,,,-33.109375,
2023/08/24 11:10:31.000,,,-33.1181640625,
2023/08/24 11:15:30.000,,,-32.287109375,
2023/08/24 11:15:32.000,,,-32.32421875,
2023/08/24 11:15:34.000,,,-32.33203125,
2023/08/24 11:15:36.000,,,-32.33984375,
2023/08/24 11:15:40.000,,,-32.376953125,
2023/08/24 11:20:35.000,,,-32.8662109375,
2023/08/24 11:20:36.000,,,-32.7646484375,
2023/08/24 11:20:40.000,,,-32.685546875,
2023/08/24 10:16:26.000,,,-33.025390625,
2023/08/24 10:16:30.000,,,-32.9921875,
2023/08/24 10:21:38.000,,,-32.669921875,
2023/08/24 10:21:44.000,,,-32.7001953125,
2023/08/24 10:30:32.000,,,-33.171875,
2023/08/24 10:30:35.000,,,-33.1669921875,
2023/08/24 10:30:40.000,,,-33.1875,
2023/08/24 10:30:42.000,,,-33.1962890625,
2023/08/24 11:29:54.000,,,-31.853515625,
2023/08/24 11:29:56.000,,,-31.833984375,
2023/08/24 11:30:00.000,,,-31.8291015625,
2023/08/24 10:34:06.000,,,-33.064453125,
2023/08/24 10:34:16.000,,,-33.04296875,
2023/08/24 10:39:20.000,,,-33.1591796875,
2023/08/24 10:39:22.000,,,-33.1455078125,
2023/08/24 10:44:48.000,,,-32.5146484375,
2023/08/24 10:44:50.000,,,-32.537109375,
2023/08/24 10:44:52.000,,,-32.5634765625,
2023/08/24 10:50:10.000,,,-32.2958984375,
2023/08/24 10:50:12.000,,,-32.2900390625,
2023/08/24 10:55:34.000,,,-32.40625,
2023/08/24 11:00:37.000,,,-32.484375,
2023/08/24 11:00:42.000,,,-32.486328125,
2023/08/24 11:05:24.000,,,-32.5068359375,
2023/08/24 11:05:27.000,,,-32.517578125,
2023/08/24 11:05:38.000,,,-32.578125,
2023/08/24 11:10:36.000,,,-33.0888671875,
2023/08/24 11:10:44.000,,,-33.0146484375,
2023/08/24 11:15:54.000,,,-32.4775390625,
2023/08/24 11:15:56.000,,,-32.49609375,
2023/08/24 11:16:00.000,,,-32.5029296875,
2023/08/24 11:21:00.000,,,-32.4560546875,
2023/08/24 11:21:02.000,,,-32.4443359375,
2023/08/24 11:21:04.000,,,-32.46484375,
2023/08/24 11:21:06.000,,,-32.4609375,
2023/08/24 11:21:10.000,,,-32.4990234375,
2023/08/24 10:11:38.000,,,-33.001953125,
2023/08/24 10:11:40.000,,,-33.0048828125,
2023/08/24 10:16:34.000,,,-32.9912109375,
2023/08/24 10:16:36.000,,,-32.9814453125,
2023/08/24 10:16:38.000,,,-32.9677734375,
2023/08/24 10:16:50.000,,,-32.814453125,
2023/08/24 10:21:50.000,,,-32.7451171875,
2023/08/24 10:21:53.000,,,-32.79296875,
2023/08/24 10:21:58.000,,,-32.85546875,
2023/08/24 10:22:00.000,,,-32.8623046875,
2023/08/24 10:22:03.000,,,-32.8818359375,
2023/08/24 10:30:50.000,,,-33.22265625,
2023/08/24 10:30:52.000,,,-33.2236328125,
2023/08/24 10:30:56.000,,,-33.2392578125,
2023/08/24 10:30:58.000,,,-33.236328125,
2023/08/24 10:31:00.000,,,-33.2392578125,
2023/08/24 10:31:04.000,,,-33.26171875,
2023/08/24 10:31:06.000,,,-33.2666015625,
2023/08/24 11:30:05.000,,,-31.8212890625,
2023/08/24 10:34:26.000,,,-33.099609375,
2023/08/24 10:34:28.000,,,-33.1064453125,
2023/08/24 10:34:30.000,,,-33.1328125,
2023/08/24 10:39:58.000,,,-32.6552734375,
2023/08/24 10:45:17.000,,,-32.75,
2023/08/24 10:45:28.000,,,-32.7626953125,
2023/08/24 10:50:24.000,,,-32.2060546875,
2023/08/24 10:50:30.000,,,-32.126953125,
2023/08/24 10:50:32.000,,,-32.107421875,
2023/08/24 10:50:36.000,,,-32.0869140625,
2023/08/24 10:55:41.000,,,-32.3818359375,
2023/08/24 10:55:43.000,,,-32.3828125,
2023/08/24 10:55:50.000,,,-32.4375,
2023/08/24 10:55:53.000,,,-32.451171875,
2023/08/24 11:00:48.000,,,-32.4677734375,
2023/08/24 11:00:50.000,,,-32.466796875,
2023/08/24 11:00:52.000,,,-32.451171875,
2023/08/24 11:00:54.000,,,-32.4697265625,
2023/08/24 11:10:47.000,,,-32.9765625,
2023/08/24 11:10:50.000,,,-32.91796875,
2023/08/24 11:10:52.000,,,-32.880859375,
2023/08/24 11:11:00.000,,,-32.736328125,
2023/08/24 11:11:02.000,,,-32.716796875,
2023/08/24 11:16:10.000,,,-32.509765625,
2023/08/24 11:16:20.000,,,-32.4775390625,
2023/08/24 10:11:44.000,,,-32.974609375,
2023/08/24 10:11:48.000,,,-32.9541015625,
2023/08/24 10:11:50.000,,,-32.9111328125,
2023/08/24 10:16:56.000,,,-32.7626953125,
2023/08/24 10:17:10.000,,,-32.7490234375,
2023/08/24 10:22:08.000,,,-32.8984375,
2023/08/24 10:22:14.000,,,-32.96484375,
2023/08/24 10:22:16.000,,,-32.9853515625,
2023/08/24 10:22:18.000,,,-33.0087890625,
2023/08/24 10:31:16.000,,,-33.2578125,
2023/08/24 10:31:18.000,,,-33.255859375,
2023/08/24 10:31:20.000,,,-33.2568359375,
2023/08/24 10:31:22.000,,,-33.251953125,
2023/08/24 10:31:26.000,,,-33.267578125,
2023/08/24 11:30:24.000,,,-31.9287109375,
2023/08/24 11:30:26.000,,,-31.92578125,
2023/08/24 11:30:30.000,,,-31.923828125,
2023/08/24 11:30:40.000,,,-31.830078125,
2023/08/24 10:40:00.000,,,-32.5205078125,
2023/08/24 10:40:02.000,,,-32.4931640625,
2023/08/24 10:40:05.000,,,-32.447265625,
2023/08/24 10:40:08.000,,,-32.421875,
2023/08/24 10:40:10.000,,,-32.4248046875,
2023/08/24 10:45:38.000,,,-32.763671875,
2023/08/24 10:45:40.000,,,-32.759765625,
2023/08/24 10:45:42.000,,,-32.7607421875,
2023/08/24 10:50:39.000,,,-32.072265625,
2023/08/24 10:50:48.000,,,-32.1044921875,
2023/08/24 10:56:00.000,,,-32.5302734375,
2023/08/24 10:56:08.000,,,-32.5888671875,
2023/08/24 10:56:10.000,,,-32.6044921875,
2023/08/24 10:56:12.000,,,-32.6103515625,
2023/08/24 10:56:14.000,,,-32.6474609375,
2023/08/24 10:56:18.000,,,-32.673828125,
2023/08/24 11:01:00.000,,,-32.4384765625,
2023/08/24 11:01:02.000,,,-32.4462890625,
2023/08/24 11:01:14.000,,,-32.4853515625,
2023/08/24 11:11:04.000,,,-32.708984375,
2023/08/24 11:11:08.000,,,-32.6337890625,
2023/08/24 11:11:10.000,,,-32.609375,
2023/08/24 11:11:20.000,,,-32.607421875,
2023/08/24 11:11:22.000,,,-32.6298828125,
2023/08/24 11:16:30.000,,,-32.4169921875,
2023/08/24 11:16:40.000,,,-32.41015625,
2023/08/24 11:21:44.000,,,-32.6494140625,
2023/08/24 10:11:58.000,,,-32.7529296875,
2023/08/24 10:12:06.000,,,-32.5595703125,
2023/08/24 10:12:09.000,,,-32.55859375,
2023/08/24 10:12:13.000,,,-32.4541015625,
2023/08/24 10:17:14.000,,,-32.76953125,
2023/08/24 10:17:16.000,,,-32.7958984375,
2023/08/24 10:17:18.000,,,-32.8291015625,
2023/08/24 10:17:24.000,,,-32.880859375,
2023/08/24 10:22:20.000,,,-33.0205078125,
2023/08/24 10:22:26.000,,,-33.0439453125,
2023/08/24 10:22:28.000,,,-33.0595703125,
2023/08/24 10:31:46.000,,,-33.2412109375,
2023/08/24 10:31:48.000,,,-33.2431640625,
2023/08/24 11:30:50.000,,,-31.6875,
2023/08/24 11:30:52.000,,,-31.6640625,
2023/08/24 11:30:54.000,,,-31.6435546875,
2023/08/24 10:35:12.000,,,-33.1630859375,
2023/08/24 10:40:18.000,,,-32.42578125,
2023/08/24 10:40:20.000,,,-32.4609375,
2023/08/24 10:40:22.000,,,-32.4677734375,
2023/08/24 10:40:26.000,,,-32.5078125,
2023/08/24 10:40:28.000,,,-32.5322265625,
2023/08/24 10:46:02.000,,,-32.7392578125,
2023/08/24 10:46:05.000,,,-32.7255859375,
2023/08/24 10:46:08.000,,,-32.73046875,
2023/08/24 10:51:06.000,,,-32.2587890625,
2023/08/24 10:51:08.000,,,-32.2685546875,
2023/08/24 10:51:10.000,,,-32.298828125,
2023/08/24 10:56:20.000,,,-32.669921875,
2023/08/24 10:56:28.000,,,-32.6630859375,
2023/08/24 10:56:30.000,,,-32.6796875,
2023/08/24 10:56:32.000,,,-32.662109375,
2023/08/24 10:56:34.000,,,-32.607421875,
2023/08/24 11:01:20.000,,,-32.53515625,
2023/08/24 11:01:30.000,,,-32.62109375,
2023/08/24 11:01:32.000,,,-32.6259765625,
2023/08/24 11:11:24.000,,,-32.6474609375,
2023/08/24 11:16:50.000,,,-32.4619140625,
2023/08/24 11:17:00.000,,,-32.5263671875,
2023/08/24 11:21:54.000,,,-32.5419921875,
2023/08/24 11:22:02.000,,,-32.4658203125,
2023/08/24 11:22:04.000,,,-32.421875,
2023/08/24 10:12:26.000,,,-32.439453125,
2023/08/24 10:12:29.000,,,-32.443359375,
2023/08/24 10:12:33.000,,,-32.486328125,
2023/08/24 10:17:34.000,,,-32.966796875,
2023/08/24 10:28:35.000,,,-32.8046875,
2023/08/24 10:28:40.000,,,-32.8095703125,
2023/08/24 10:31:56.000,,,-33.2470703125,
2023/08/24 10:31:58.000,,,-33.248046875,
2023/08/24 10:32:00.000,,,-33.2470703125,
2023/08/24 10:32:02.000,,,-33.2392578125,
2023/08/24 10:32:11.000,,,-33.244140625,
2023/08/24 11:31:10.000,,,-31.626953125,
2023/08/24 11:31:15.000,,,-31.65625,
2023/08/24 11:31:16.000,,,-31.7080078125,
2023/08/24 11:31:23.000,,,-31.71875,
2023/08/24 10:35:29.000,,,-32.9228515625,
2023/08/24 10:35:31.000,,,-32.890625,
2023/08/24 10:35:41.000,,,-32.8837890625,
2023/08/24 10:40:47.000,,,-32.6572265625,
2023/08/24 10:46:10.000,,,-32.7255859375,
2023/08/24 10:46:12.000,,,-32.7490234375,
2023/08/24 10:51:30.000,,,-32.36328125,
2023/08/24 10:56:43.000,,,-32.46484375,
2023/08/24 10:56:44.000,,,-32.4326171875,
2023/08/24 10:56:48.000,,,-32.345703125,
2023/08/24 11:01:44.000,,,-32.759765625,
2023/08/24 11:01:48.000,,,-32.8017578125,
2023/08/24 11:01:50.000,,,-32.810546875,
2023/08/24 11:01:52.000,,,-32.833984375,
2023/08/24 11:11:52.000,,,-32.86328125,
2023/08/24 11:17:10.000,,,-32.6015625,
2023/08/24 11:17:20.000,,,-32.7001953125,
2023/08/24 11:22:12.000,,,-32.4072265625,
2023/08/24 11:22:14.000,,,-32.40625,
2023/08/24 11:22:16.000,,,-32.416015625,
2023/08/24 11:22:20.000,,,-32.4375,
2023/08/24 11:22:30.000,,,-32.53515625,
2023/08/24 10:12:38.000,,,-32.5205078125,
2023/08/24 10:12:40.000,,,-32.537109375,
2023/08/24 10:12:44.000,,,-32.564453125,
2023/08/24 10:17:58.000,,,-33.0283203125,
2023/08/24 10:18:00.000,,,-33.02734375,
2023/08/24 10:18:09.000,,,-33.0185546875,
2023/08/24 10:23:04.000,,,-33.001953125,
2023/08/24 10:32:12.000,,,-33.26171875,
2023/08/24 10:41:00.000,,,-32.7158203125,
2023/08/24 10:41:06.000,,,-32.7099609375,
2023/08/24 10:46:32.000,,,-32.8447265625,
2023/08/24 10:46:35.000,,,-32.8720703125,
2023/08/24 10:46:38.000,,,-32.89453125,
2023/08/24 10:46:40.000,,,-32.8896484375,
2023/08/24 10:46:42.000,,,-32.921875,
2023/08/24 10:46:47.000,,,-32.935546875,
2023/08/24 10:51:40.000,,,-32.322265625,
2023/08/24 10:51:42.000,,,-32.3095703125,
2023/08/24 10:51:48.000,,,-32.3037109375,
2023/08/24 11:01:54.000,,,-32.8603515625,
2023/08/24 11:01:58.000,,,-32.8623046875,
2023/08/24 11:07:14.000,,,-32.546875,
2023/08/24 11:07:17.000,,,-32.5068359375,
2023/08/24 11:07:20.000,,,-32.4775390625,
2023/08/24 11:12:04.000,,,-32.9033203125,
2023/08/24 11:12:06.000,,,-32.8984375,
2023/08/24 11:12:22.000,,,-32.681640625,
2023/08/24 11:17:30.000,,,-32.7763671875,
2023/08/24 11:17:40.000,,,-32.83203125,
2023/08/24 11:22:44.000,,,-32.611328125,
2023/08/24 11:22:46.000,,,-32.6376953125,
2023/08/24 10:12:58.000,,,-32.64453125,
2023/08/24 10:18:28.000,,,-32.55859375,
2023/08/24 10:23:18.000,,,-32.9794921875,
2023/08/24 10:23:20.000,,,-32.97265625,
2023/08/24 10:23:24.000,,,-32.9765625,
2023/08/24 10:23:26.000,,,-32.9716796875,
2023/08/24 10:23:28.000,,,-32.99609375,
2023/08/24 10:29:16.000,,,-32.6435546875,
2023/08/24 10:29:30.000,,,-32.6806640625,
2023/08/24 10:29:33.000,,,-32.7001953125,
2023/08/24 10:29:36.000,,,-32.7353515625,
2023/08/24 10:32:36.000,,,-33.2392578125,
2023/08/24 10:32:38.000,,,-33.2490234375,
2023/08/24 10:32:40.000,,,-33.244140625,
2023/08/24 10:32:42.000,,,-33.2509765625,
2023/08/24 10:32:46.000,,,-33.2568359375,
2023/08/24 10:36:16.000,,,-33.0556640625,
2023/08/24 10:36:18.000,,,-33.09765625,
2023/08/24 10:36:20.000,,,-33.1064453125,
2023/08/24 10:36:22.000,,,-33.1279296875,
2023/08/24 10:41:18.000,,,-32.578125,
2023/08/24 10:41:20.000,,,-32.541015625,
2023/08/24 10:41:22.000,,,-32.5087890625,
2023/08/24 10:41:26.000,,,-32.4072265625,
2023/08/24 10:41:28.000,,,-32.3798828125,
2023/08/24 10:41:30.000,,,-32.35546875,
2023/08/24 10:41:32.000,,,-32.3173828125,
2023/08/24 10:41:37.000,,,-32.2744140625,
2023/08/24 10:46:59.000,,,-32.982421875,
2023/08/24 10:47:08.000,,,-32.9736328125,
2023/08/24 10:52:02.000,,,-32.2158203125,
2023/08/24 10:52:04.000,,,-32.1962890625,
2023/08/24 10:52:07.000,,,-32.2158203125,
2023/08/24 10:57:28.000,,,-32.2490234375,
2023/08/24 11:02:24.000,,,-33.029296875,
2023/08/24 11:02:28.000,,,-33.046875,
2023/08/24 11:02:30.000,,,-33.0390625,
2023/08/24 11:02:32.000,,,-33.048828125,
2023/08/24 11:02:34.000,,,-33.064453125,
2023/08/24 11:07:39.000,,,-32.3857421875,
2023/08/24 11:12:24.000,,,-32.64453125,
2023/08/24 11:12:28.000,,,-32.5732421875,
2023/08/24 11:12:33.000,,,-32.5283203125,
2023/08/24 11:12:34.000,,,-32.451171875,
2023/08/24 11:17:50.000,,,-32.8759765625,
2023/08/24 11:17:54.000,,,-32.875,
2023/08/24 11:17:59.000,,,-32.8935546875,
2023/08/24 11:23:00.000,,,-32.669921875,
2023/08/24 11:23:06.000,,,-32.6298828125,
2023/08/24 10:13:13.000,,,-32.6142578125,
2023/08/24 10:13:20.000,,,-32.560546875,
2023/08/24 10:13:24.000,,,-32.5283203125,
2023/08/24 10:13:27.000,,,-32.5078125,
2023/08/24 10:18:30.000,,,-32.517578125,
2023/08/24 10:18:33.000,,,-32.4482421875,
2023/08/24 10:18:44.000,,,-32.341796875,
2023/08/24 10:23:44.000,,,-33.138671875,
2023/08/24 10:23:49.000,,,-33.18359375,
2023/08/24 10:23:56.000,,,-33.2373046875,
2023/08/24 12:10:02.000,,-32.9677734375,,
2023/08/24 11:37:33.000,,-29.6552734375,,
2023/08/24 11:37:43.000,,-29.6650390625,,
2023/08/24 11:42:47.000,,-30.2099609375,,
2023/08/24 11:59:49.000,,-32.7275390625,,
2023/08/24 11:59:57.000,,-32.7509765625,,
2023/08/24 12:04:55.000,,-33.01171875,,
2023/08/24 12:10:04.000,-32.6328125,,,
2023/08/24 12:10:08.000,-32.6474609375,,,
2023/08/24 11:37:34.000,-42.3779296875,,,
2023/08/24 11:37:37.000,-42.365234375,,,
2023/08/24 11:37:44.000,-42.4228515625,,,
2023/08/24 11:37:47.000,-42.40234375,,,
2023/08/24 11:42:37.000,-44.6201171875,,,
