Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_0/Channel_2.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_0/Channel_2,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0,
2023/08/24 11:42:43.000,-44.6357421875,,,
2023/08/24 11:42:48.000,-44.666015625,,,
2023/08/24 11:42:53.000,-44.69140625,,,
2023/08/24 11:48:01.000,-45.111328125,,,
2023/08/24 11:48:06.000,-45.12109375,,,
2023/08/24 11:48:16.000,-45.146484375,,,
2023/08/24 11:59:45.000,-32.5166015625,,,
2023/08/24 11:59:51.000,-32.5263671875,,,
2023/08/24 11:59:55.000,-32.52734375,,,
2023/08/24 11:59:58.000,-32.5302734375,,,
2023/08/24 12:04:43.000,-32.560546875,,,
2023/08/24 12:04:47.000,-32.5673828125,,,
2023/08/24 12:04:56.000,-32.59765625,,,
2023/08/24 12:04:59.000,-32.59375,,,
2023/08/24 12:05:05.000,-32.599609375,,,
2023/08/24 11:37:56.000,-42.4248046875,,,
2023/08/24 11:38:01.000,-42.3740234375,,,
2023/08/24 11:38:06.000,-42.392578125,,,
2023/08/24 11:38:10.000,-42.3603515625,,,
2023/08/24 11:38:13.000,-42.328125,,,
2023/08/24 11:43:04.000,-44.775390625,,,
2023/08/24 11:43:07.000,-44.796875,,,
2023/08/24 11:48:19.000,-45.1494140625,,,
2023/08/24 11:48:24.000,-45.16015625,,,
2023/08/24 11:48:27.000,-45.1552734375,,,
2023/08/24 11:48:32.000,-45.13671875,,,
2023/08/24 11:48:36.000,-45.12109375,,,
2023/08/24 12:00:03.000,-32.5400390625,,,
2023/08/24 12:00:07.000,-32.541015625,,,
2023/08/24 12:00:17.000,-32.5537109375,,,
2023/08/24 12:00:19.000,-32.548828125,,,
2023/08/24 12:00:25.000,-32.5546875,,,
2023/08/24 12:05:08.000,-32.623046875,,,
2023/08/24 12:05:11.000,-32.6279296875,,,
2023/08/24 12:05:14.000,-32.6396484375,,,
2023/08/24 12:05:17.000,-32.642578125,,,
2023/08/24 12:05:20.000,-32.6669921875,,,
2023/08/24 11:38:16.000,-42.3125,,,
2023/08/24 11:38:18.000,-42.3115234375,,,
2023/08/24 11:38:22.000,-42.2744140625,,,
2023/08/24 11:38:24.000,-42.2802734375,,,
2023/08/24 11:38:27.000,-42.2421875,,,
2023/08/24 11:43:16.000,-44.8720703125,,,
2023/08/24 11:43:21.000,-44.9072265625,,,
2023/08/24 11:43:24.000,-44.927734375,,,
2023/08/24 11:43:27.000,-44.9462890625,,,
2023/08/24 11:43:34.000,-44.990234375,,,
2023/08/24 11:48:53.000,-45.087890625,,,
2023/08/24 12:00:28.000,-32.5673828125,,,
2023/08/24 12:00:30.000,-32.57421875,,,
2023/08/24 12:00:37.000,-32.578125,,,
2023/08/24 12:00:39.000,-32.5771484375,,,
2023/08/24 12:05:25.000,-32.69140625,,,
2023/08/24 12:05:28.000,-32.71875,,,
2023/08/24 12:05:31.000,-32.7265625,,,
2023/08/24 12:05:35.000,-32.7734375,,,
2023/08/24 11:38:37.000,-42.2294921875,,,
2023/08/24 11:38:43.000,-42.3017578125,,,
2023/08/24 11:43:37.000,-45,,,
2023/08/24 11:43:44.000,-45.0400390625,,,
2023/08/24 11:43:47.000,-45.046875,,,
2023/08/24 11:43:54.000,-45.07421875,,,
2023/08/24 11:49:02.000,-45.09765625,,,
2023/08/24 11:49:05.000,-45.1123046875,,,
2023/08/24 11:49:09.000,-45.1181640625,,,
2023/08/24 11:49:14.000,-45.1357421875,,,
2023/08/24 11:49:22.000,-45.16015625,,,
2023/08/24 12:00:49.000,-32.5927734375,,,
2023/08/24 12:00:55.000,-32.6005859375,,,
2023/08/24 12:05:44.000,-32.8369140625,,,
2023/08/24 12:05:47.000,-32.83984375,,,
2023/08/24 12:05:51.000,-32.869140625,,,
2023/08/24 12:05:55.000,-32.8994140625,,,
2023/08/24 12:05:58.000,-32.8974609375,,,
2023/08/24 12:06:01.000,-32.9111328125,,,
2023/08/24 12:06:05.000,-32.9189453125,,,
2023/08/24 11:38:46.000,-42.2744140625,,,
2023/08/24 11:38:51.000,-42.306640625,,,
2023/08/24 11:38:54.000,-42.3447265625,,,
2023/08/24 11:38:57.000,-42.33984375,,,
2023/08/24 11:39:03.000,-42.341796875,,,
2023/08/24 11:39:06.000,-42.3740234375,,,
2023/08/24 11:43:57.000,-45.08203125,,,
2023/08/24 11:44:04.000,-45.09765625,,,
2023/08/24 11:44:07.000,-45.09375,,,
2023/08/24 11:44:16.000,-45.0791015625,,,
2023/08/24 11:49:26.000,-45.1748046875,,,
2023/08/24 12:00:58.000,-32.6015625,,,
2023/08/24 12:01:08.000,-32.6142578125,,,
2023/08/24 12:01:12.000,-32.6259765625,,,
2023/08/24 12:01:15.000,-32.6328125,,,
2023/08/24 12:06:14.000,-32.9296875,,,
2023/08/24 12:06:17.000,-32.9189453125,,,
2023/08/24 12:06:21.000,-32.9140625,,,
2023/08/24 11:39:11.000,-42.40625,,,
2023/08/24 11:39:14.000,-42.3994140625,,,
2023/08/24 11:39:21.000,-42.4248046875,,,
2023/08/24 11:39:25.000,-42.4365234375,,,
2023/08/24 11:44:19.000,-45.0693359375,,,
2023/08/24 11:44:22.000,-45.0634765625,,,
2023/08/24 11:44:28.000,-45.0322265625,,,
2023/08/24 11:44:33.000,-45.0126953125,,,
2023/08/24 11:49:56.000,-35.65234375,,,
2023/08/24 11:49:59.000,-35.515625,,,
2023/08/24 12:01:18.000,-32.6337890625,,,
2023/08/24 12:01:20.000,-32.6416015625,,,
2023/08/24 12:01:24.000,-32.642578125,,,
2023/08/24 12:01:27.000,-32.6376953125,,,
2023/08/24 12:01:29.000,-32.63671875,,,
2023/08/24 12:06:27.000,-32.90625,,,
2023/08/24 12:06:33.000,-32.8876953125,,,
2023/08/24 12:06:37.000,-32.89453125,,,
2023/08/24 11:39:41.000,-42.3681640625,,,
2023/08/24 11:39:43.000,-42.3544921875,,,
2023/08/24 11:44:42.000,-44.994140625,,,
2023/08/24 11:50:04.000,-35.341796875,,,
2023/08/24 11:50:07.000,-35.2509765625,,,
2023/08/24 11:50:12.000,-35.091796875,,,
2023/08/24 11:50:16.000,-35.03125,,,
2023/08/24 11:53:11.000,-33.75390625,,,
2023/08/24 11:53:13.000,-33.7412109375,,,
2023/08/24 11:53:17.000,-33.7119140625,,,
2023/08/24 11:53:23.000,-33.67578125,,,
2023/08/24 11:56:26.000,-32.736328125,,,
2023/08/24 11:56:29.000,-32.7412109375,,,
2023/08/24 11:56:35.000,-32.7275390625,,,
2023/08/24 12:01:40.000,-32.615234375,,,
2023/08/24 12:01:44.000,-32.599609375,,,
2023/08/24 12:01:48.000,-32.5771484375,,,
2023/08/24 12:01:53.000,-32.546875,,,
2023/08/24 12:01:57.000,-32.5185546875,,,
2023/08/24 12:06:48.000,-32.9072265625,,,
2023/08/24 12:06:51.000,-32.9228515625,,,
2023/08/24 12:06:56.000,-32.9404296875,,,
2023/08/24 12:06:59.000,-32.9580078125,,,
2023/08/24 12:07:04.000,-32.9794921875,,,
2023/08/24 11:34:48.000,-42.0771484375,,,
2023/08/24 11:34:52.000,-42.0869140625,,,
2023/08/24 11:34:54.000,-42.1083984375,,,
2023/08/24 11:35:00.000,-42.119140625,,,
2023/08/24 11:39:46.000,-42.3896484375,,,
2023/08/24 11:39:51.000,-42.3466796875,,,
2023/08/24 11:39:54.000,-42.421875,,,
2023/08/24 11:39:57.000,-42.4033203125,,,
2023/08/24 11:44:52.000,-45.033203125,,,
2023/08/24 11:44:58.000,-45.0498046875,,,
2023/08/24 11:45:03.000,-45.0771484375,,,
2023/08/24 11:50:36.000,-34.6728515625,,,
2023/08/24 11:50:39.000,-34.6494140625,,,
2023/08/24 11:50:44.000,-34.609375,,,
2023/08/24 11:53:34.000,-33.6279296875,,,
2023/08/24 11:53:37.000,-33.6201171875,,,
2023/08/24 11:53:43.000,-33.6064453125,,,
2023/08/24 11:53:48.000,-33.599609375,,,
2023/08/24 11:56:54.000,-32.72265625,,,
2023/08/24 11:56:57.000,-32.7236328125,,,
2023/08/24 11:57:03.000,-32.7158203125,,,
2023/08/24 11:57:07.000,-32.6953125,,,
2023/08/24 12:02:06.000,-32.453125,,,
2023/08/24 12:02:09.000,-32.4375,,,
2023/08/24 12:02:15.000,-32.4052734375,,,
2023/08/24 12:07:07.000,-32.9912109375,,,
2023/08/24 12:07:11.000,-33.005859375,,,
2023/08/24 12:07:15.000,-33.01953125,,,
2023/08/24 12:07:18.000,-33.025390625,,,
2023/08/24 12:07:21.000,-33.0341796875,,,
2023/08/24 12:07:25.000,-33.041015625,,,
2023/08/24 11:35:03.000,-42.1318359375,,,
2023/08/24 11:35:10.000,-42.146484375,,,
2023/08/24 11:35:13.000,-42.1572265625,,,
2023/08/24 11:35:16.000,-42.1708984375,,,
2023/08/24 11:40:06.000,-42.4072265625,,,
2023/08/24 11:40:11.000,-42.4736328125,,,
2023/08/24 11:40:16.000,-42.515625,,,
2023/08/24 11:40:21.000,-42.47265625,,,
2023/08/24 11:45:06.000,-45.0947265625,,,
2023/08/24 11:45:09.000,-45.1015625,,,
2023/08/24 11:45:14.000,-45.138671875,,,
2023/08/24 11:45:21.000,-45.162109375,,,
2023/08/24 11:50:47.000,-34.5869140625,,,
2023/08/24 11:50:52.000,-34.5478515625,,,
2023/08/24 11:50:56.000,-34.525390625,,,
2023/08/24 11:50:58.000,-34.5283203125,,,
2023/08/24 11:51:02.000,-34.5029296875,,,
2023/08/24 11:53:53.000,-33.5849609375,,,
2023/08/24 11:53:59.000,-33.5712890625,,,
2023/08/24 11:54:04.000,-33.5625,,,
2023/08/24 11:54:07.000,-33.552734375,,,
2023/08/24 11:54:12.000,-33.5302734375,,,
2023/08/24 11:57:16.000,-32.6611328125,,,
2023/08/24 11:57:19.000,-32.6435546875,,,
2023/08/24 11:57:22.000,-32.6181640625,,,
2023/08/24 11:57:25.000,-32.6015625,,,
2023/08/24 12:02:20.000,-32.3876953125,,,
2023/08/24 12:02:25.000,-32.3828125,,,
2023/08/24 12:02:30.000,-32.3671875,,,
2023/08/24 12:02:34.000,-32.361328125,,,
2023/08/24 12:02:38.000,-32.369140625,,,
2023/08/24 12:07:29.000,-33.0517578125,,,
2023/08/24 12:07:33.000,-33.033203125,,,
2023/08/24 12:07:44.000,-33.0009765625,,,
2023/08/24 12:07:47.000,-32.974609375,,,
2023/08/24 11:35:18.000,-42.1806640625,,,
2023/08/24 11:35:22.000,-42.1943359375,,,
2023/08/24 11:35:36.000,-42.265625,,,
2023/08/24 11:40:31.000,-42.5244140625,,,
2023/08/24 11:40:35.000,-42.5595703125,,,
2023/08/24 11:45:24.000,-45.1826171875,,,
2023/08/24 11:45:27.000,-45.1845703125,,,
2023/08/24 11:45:33.000,-45.2001953125,,,
2023/08/24 11:45:36.000,-45.1953125,,,
2023/08/24 11:45:39.000,-45.193359375,,,
2023/08/24 11:45:44.000,-45.1689453125,,,
2023/08/24 11:51:08.000,-34.4609375,,,
2023/08/24 11:51:13.000,-34.4443359375,,,
2023/08/24 11:51:16.000,-34.42578125,,,
2023/08/24 11:54:15.000,-33.5087890625,,,
2023/08/24 11:54:18.000,-33.4951171875,,,
2023/08/24 11:54:22.000,-33.4638671875,,,
2023/08/24 11:54:26.000,-33.419921875,,,
2023/08/24 11:57:31.000,-32.5732421875,,,
2023/08/24 11:57:35.000,-32.5595703125,,,
2023/08/24 11:57:37.000,-32.55078125,,,
2023/08/24 11:57:43.000,-32.541015625,,,
2023/08/24 11:57:46.000,-32.5419921875,,,
2023/08/24 12:02:43.000,-32.373046875,,,
2023/08/24 12:02:46.000,-32.376953125,,,
2023/08/24 12:02:49.000,-32.3818359375,,,
2023/08/24 12:02:55.000,-32.400390625,,,
2023/08/24 12:07:53.000,-32.9130859375,,,
2023/08/24 12:07:57.000,-32.884765625,,,
2023/08/24 12:08:01.000,-32.826171875,,,
2023/08/24 12:08:06.000,-32.77734375,,,
2023/08/24 12:08:10.000,-32.7275390625,,,
2023/08/24 11:35:46.000,-42.3037109375,,,
2023/08/24 11:35:51.000,-42.3310546875,,,
2023/08/24 11:40:44.000,-42.5693359375,,,
2023/08/24 11:40:47.000,-42.568359375,,,
2023/08/24 11:40:51.000,-42.6103515625,,,
2023/08/24 11:40:57.000,-43.62109375,,,
2023/08/24 11:41:01.000,-43.8720703125,,,
2023/08/24 11:45:51.000,-45.1279296875,,,
2023/08/24 11:45:55.000,-45.0966796875,,,
2023/08/24 11:51:26.000,-34.361328125,,,
2023/08/24 11:51:29.000,-34.3466796875,,,
2023/08/24 11:51:33.000,-34.32421875,,,
2023/08/24 11:54:38.000,-33.2802734375,,,
2023/08/24 11:54:43.000,-33.228515625,,,
2023/08/24 11:57:56.000,-32.5400390625,,,
2023/08/24 11:57:59.000,-32.5537109375,,,
2023/08/24 11:58:05.000,-32.5546875,,,
2023/08/24 11:58:08.000,-32.5625,,,
2023/08/24 11:58:13.000,-32.560546875,,,
2023/08/24 12:03:04.000,-32.4140625,,,
2023/08/24 12:03:10.000,-32.41015625,,,
2023/08/24 12:03:15.000,-32.4052734375,,,
2023/08/24 12:08:15.000,-32.7001953125,,,
2023/08/24 12:08:24.000,-32.666015625,,,
2023/08/24 12:08:27.000,-32.6630859375,,,
2023/08/24 12:08:31.000,-32.666015625,,,
2023/08/24 11:35:56.000,-42.3447265625,,,
2023/08/24 11:36:01.000,-42.369140625,,,
2023/08/24 11:36:10.000,-42.416015625,,,
2023/08/24 11:36:13.000,-42.4091796875,,,
2023/08/24 11:41:11.000,-44.0322265625,,,
2023/08/24 11:41:15.000,-44.095703125,,,
2023/08/24 11:46:01.000,-45.048828125,,,
2023/08/24 11:46:05.000,-45.037109375,,,
2023/08/24 11:46:08.000,-45.013671875,,,
2023/08/24 11:46:13.000,-45,,,
2023/08/24 11:51:36.000,-34.3037109375,,,
2023/08/24 11:51:38.000,-34.30078125,,,
2023/08/24 11:51:43.000,-34.26953125,,,
2023/08/24 11:51:46.000,-34.259765625,,,
2023/08/24 11:54:46.000,-33.1923828125,,,
2023/08/24 11:54:56.000,-33.111328125,,,
2023/08/24 11:54:59.000,-33.099609375,,,
2023/08/24 11:58:18.000,-32.5654296875,,,
2023/08/24 11:58:23.000,-32.5703125,,,
2023/08/24 12:03:20.000,-32.3955078125,,,
2023/08/24 12:03:24.000,-32.3720703125,,,
2023/08/24 12:03:28.000,-32.3544921875,,,
2023/08/24 12:08:36.000,-32.6787109375,,,
2023/08/24 12:08:39.000,-32.6845703125,,,
2023/08/24 12:08:45.000,-32.7001953125,,,
2023/08/24 12:08:48.000,-32.708984375,,,
2023/08/24 12:08:51.000,-32.7255859375,,,
2023/08/24 12:08:55.000,-32.736328125,,,
2023/08/24 11:36:17.000,-42.4267578125,,,
2023/08/24 11:36:21.000,-42.421875,,,
2023/08/24 11:41:24.000,-44.193359375,,,
2023/08/24 11:41:27.000,-44.216796875,,,
2023/08/24 11:41:34.000,-44.2900390625,,,
2023/08/24 11:46:29.000,-45.025390625,,,
2023/08/24 11:46:32.000,-45.03125,,,
2023/08/24 11:51:58.000,-34.1962890625,,,
2023/08/24 11:52:03.000,-34.1669921875,,,
2023/08/24 11:52:06.000,-34.1494140625,,,
2023/08/24 11:55:04.000,-33.0810546875,,,
2023/08/24 11:55:07.000,-33.0703125,,,
2023/08/24 11:55:12.000,-33.0576171875,,,
2023/08/24 11:55:16.000,-33.048828125,,,
2023/08/24 11:55:18.000,-33.0556640625,,,
2023/08/24 11:55:22.000,-33.05078125,,,
2023/08/24 11:55:25.000,-33.0517578125,,,
2023/08/24 11:58:33.000,-32.5419921875,,,
2023/08/24 11:58:37.000,-32.53515625,,,
2023/08/24 11:58:42.000,-32.509765625,,,
2023/08/24 11:58:45.000,-32.5029296875,,,
2023/08/24 12:03:34.000,-32.330078125,,,
2023/08/24 12:03:37.000,-32.3232421875,,,
2023/08/24 12:03:40.000,-32.3115234375,,,
2023/08/24 12:03:46.000,-32.3037109375,,,
2023/08/24 12:08:58.000,-32.7412109375,,,
2023/08/24 12:09:00.000,-32.7392578125,,,
2023/08/24 12:09:04.000,-32.7509765625,,,
2023/08/24 11:36:31.000,-42.419921875,,,
2023/08/24 11:36:35.000,-42.4013671875,,,
2023/08/24 11:36:44.000,-42.3662109375,,,
2023/08/24 11:36:47.000,-42.34765625,,,
2023/08/24 11:41:37.000,-44.3095703125,,,
2023/08/24 11:41:44.000,-44.369140625,,,
2023/08/24 11:41:47.000,-44.396484375,,,
2023/08/24 11:41:54.000,-44.4599609375,,,
2023/08/24 11:41:57.000,-44.484375,,,
2023/08/24 11:46:38.000,-45.060546875,,,
2023/08/24 11:46:43.000,-45.0751953125,,,
2023/08/24 11:46:46.000,-45.0869140625,,,
2023/08/24 11:52:16.000,-34.095703125,,,
2023/08/24 11:52:19.000,-34.0732421875,,,
2023/08/24 11:52:24.000,-34.04296875,,,
2023/08/24 11:52:26.000,-34.037109375,,,
2023/08/24 11:52:29.000,-34.021484375,,,
2023/08/24 11:55:28.000,-33.0458984375,,,
2023/08/24 11:55:30.000,-33.0478515625,,,
2023/08/24 11:55:34.000,-33.046875,,,
2023/08/24 11:55:37.000,-33.041015625,,,
2023/08/24 11:55:42.000,-33.0302734375,,,
2023/08/24 11:58:48.000,-32.4755859375,,,
2023/08/24 11:58:54.000,-32.453125,,,
2023/08/24 11:58:57.000,-32.4423828125,,,
2023/08/24 11:59:03.000,-32.427734375,,,
2023/08/24 12:03:49.000,-32.3046875,,,
2023/08/24 12:03:53.000,-32.30078125,,,
2023/08/24 12:03:57.000,-32.30859375,,,
2023/08/24 12:09:10.000,-32.7421875,,,
2023/08/24 12:09:15.000,-32.734375,,,
2023/08/24 12:09:18.000,-32.7099609375,,,
2023/08/24 12:09:21.000,-32.697265625,,,
2023/08/24 12:09:26.000,-32.6650390625,,,
2023/08/24 11:36:54.000,-42.3212890625,,,
2023/08/24 11:36:57.000,-42.2958984375,,,
2023/08/24 11:37:04.000,-42.326171875,,,
2023/08/24 11:37:07.000,-42.3017578125,,,
2023/08/24 11:42:04.000,-44.517578125,,,
2023/08/24 11:42:07.000,-44.5341796875,,,
2023/08/24 11:42:14.000,-44.5673828125,,,
2023/08/24 11:46:56.000,-45.1220703125,,,
2023/08/24 11:47:04.000,-45.130859375,,,
2023/08/24 11:47:07.000,-45.1279296875,,,
2023/08/24 11:47:12.000,-45.115234375,,,
2023/08/24 11:52:34.000,-33.9951171875,,,
2023/08/24 11:52:36.000,-33.9765625,,,
2023/08/24 11:52:39.000,-33.9638671875,,,
2023/08/24 11:52:44.000,-33.93359375,,,
2023/08/24 11:52:46.000,-33.919921875,,,
2023/08/24 11:52:49.000,-33.9013671875,,,
2023/08/24 11:55:46.000,-33.015625,,,
2023/08/24 11:55:48.000,-33.00390625,,,
2023/08/24 11:55:52.000,-32.97265625,,,
2023/08/24 11:55:55.000,-32.955078125,,,
2023/08/24 11:55:59.000,-32.927734375,,,
2023/08/24 11:56:04.000,-32.87109375,,,
2023/08/24 11:56:08.000,-32.8447265625,,,
2023/08/24 11:59:22.000,-32.447265625,,,
2023/08/24 12:04:06.000,-32.3193359375,,,
2023/08/24 12:04:09.000,-32.33203125,,,
2023/08/24 12:04:16.000,-32.37890625,,,
2023/08/24 12:04:19.000,-32.3935546875,,,
2023/08/24 12:04:25.000,-32.44921875,,,
2023/08/24 12:09:33.000,-32.607421875,,,
2023/08/24 12:09:38.000,-32.591796875,,,
2023/08/24 11:37:14.000,-42.3466796875,,,
2023/08/24 11:37:17.000,-42.3515625,,,
2023/08/24 11:37:24.000,-42.3212890625,,,
2023/08/24 11:37:27.000,-42.3447265625,,,
2023/08/24 11:42:24.000,-44.5888671875,,,
2023/08/24 11:42:27.000,-44.5927734375,,,
2023/08/24 11:42:34.000,-44.607421875,,,
2023/08/24 11:47:15.000,-45.107421875,,,
2023/08/24 11:47:19.000,-45.08984375,,,
2023/08/24 11:47:24.000,-45.068359375,,,
2023/08/24 11:47:35.000,-45.046875,,,
2023/08/24 10:23:58.000,-31.9794921875,,,
2023/08/24 10:24:01.000,-31.984375,,,
2023/08/24 10:24:06.000,-32.0107421875,,,
2023/08/24 10:24:14.000,-32.03125,,,
2023/08/24 10:24:17.000,-32.0419921875,,,
2023/08/24 10:29:46.000,-31.642578125,,,
2023/08/24 10:29:48.000,-31.6494140625,,,
2023/08/24 10:29:51.000,-31.666015625,,,
2023/08/24 10:32:52.000,-32.0634765625,,,
2023/08/24 10:32:56.000,-32.068359375,,,
2023/08/24 10:32:59.000,-32.0703125,,,
2023/08/24 10:33:06.000,-32.0869140625,,,
2023/08/24 10:33:09.000,-32.091796875,,,
2023/08/24 10:33:15.000,-32.1142578125,,,
2023/08/24 10:33:18.000,-32.1181640625,,,
2023/08/24 11:32:04.000,-41.9111328125,,,
2023/08/24 11:32:07.000,-41.9072265625,,,
2023/08/24 11:32:12.000,-41.8935546875,,,
2023/08/24 11:32:14.000,-41.8818359375,,,
2023/08/24 11:32:17.000,-41.8779296875,,,
2023/08/24 11:32:22.000,-41.8740234375,,,
2023/08/24 10:36:29.000,-30.857421875,,,
2023/08/24 10:36:40.000,-30.83203125,,,
2023/08/24 10:36:44.000,-30.8212890625,,,
2023/08/24 10:36:47.000,-30.802734375,,,
2023/08/24 10:41:42.000,-29.0234375,,,
2023/08/24 10:41:46.000,-29.0009765625,,,
2023/08/24 10:41:52.000,-28.9873046875,,,
2023/08/24 10:47:20.000,-29.1923828125,,,
2023/08/24 10:47:23.000,-29.1982421875,,,
2023/08/24 10:52:38.000,-28.6689453125,,,
2023/08/24 10:57:40.000,-30.244140625,,,
2023/08/24 10:57:43.000,-30.529296875,,,
2023/08/24 10:57:50.000,-31.087890625,,,
2023/08/24 10:57:53.000,-31.1923828125,,,
2023/08/24 11:02:41.000,-32.6005859375,,,
2023/08/24 11:02:45.000,-32.619140625,,,
2023/08/24 11:02:48.000,-32.6259765625,,,
2023/08/24 11:02:50.000,-32.6298828125,,,
2023/08/24 11:07:43.000,-34.9833984375,,,
2023/08/24 11:07:50.000,-35.0322265625,,,
2023/08/24 11:07:53.000,-35.046875,,,
2023/08/24 11:07:59.000,-35.1005859375,,,
2023/08/24 11:12:41.000,-35.630859375,,,
2023/08/24 11:12:43.000,-35.607421875,,,
2023/08/24 11:12:49.000,-35.5673828125,,,
2023/08/24 11:12:52.000,-35.5615234375,,,
2023/08/24 11:18:02.000,-38.66015625,,,
2023/08/24 11:18:04.000,-38.6826171875,,,
2023/08/24 11:18:09.000,-38.69140625,,,
2023/08/24 11:18:12.000,-38.7080078125,,,
2023/08/24 11:23:20.000,-40.716796875,,,
2023/08/24 11:23:23.000,-40.7138671875,,,
2023/08/24 10:13:30.000,-31.7314453125,,,
2023/08/24 10:13:34.000,-31.728515625,,,
2023/08/24 10:13:38.000,-31.7080078125,,,
2023/08/24 10:13:43.000,-31.7041015625,,,
2023/08/24 10:13:46.000,-31.703125,,,
2023/08/24 10:18:49.000,-31.6474609375,,,
2023/08/24 10:18:58.000,-31.62109375,,,
2023/08/24 10:19:01.000,-31.6240234375,,,
2023/08/24 10:19:06.000,-31.638671875,,,
2023/08/24 10:19:09.000,-31.6435546875,,,
2023/08/24 10:24:20.000,-32.04296875,,,
2023/08/24 10:24:28.000,-32.048828125,,,
2023/08/24 10:24:31.000,-32.046875,,,
2023/08/24 11:25:09.000,-40.998046875,,,
2023/08/24 11:25:13.000,-41.0078125,,,
2023/08/24 11:25:16.000,-40.98828125,,,
2023/08/24 11:27:11.000,-41.23046875,,,
2023/08/24 11:27:13.000,-41.2265625,,,
2023/08/24 11:27:17.000,-41.244140625,,,
2023/08/24 11:27:22.000,-41.25390625,,,
2023/08/24 11:27:25.000,-41.2578125,,,
2023/08/24 11:27:31.000,-41.2666015625,,,
2023/08/24 11:32:24.000,-41.8720703125,,,
2023/08/24 11:32:27.000,-41.8837890625,,,
2023/08/24 11:32:32.000,-41.896484375,,,
2023/08/24 11:32:34.000,-41.900390625,,,
2023/08/24 11:32:37.000,-41.9052734375,,,
2023/08/24 11:32:42.000,-41.92578125,,,
2023/08/24 11:32:44.000,-41.93359375,,,
2023/08/24 10:36:50.000,-30.7802734375,,,
2023/08/24 10:36:52.000,-30.76953125,,,
2023/08/24 10:36:57.000,-30.7529296875,,,
2023/08/24 10:37:00.000,-30.7294921875,,,
2023/08/24 10:41:57.000,-28.9951171875,,,
2023/08/24 10:42:00.000,-28.990234375,,,
2023/08/24 10:47:27.000,-29.1728515625,,,
2023/08/24 10:47:31.000,-29.1474609375,,,
2023/08/24 10:47:36.000,-29.107421875,,,
2023/08/24 10:47:39.000,-29.083984375,,,
2023/08/24 10:47:42.000,-29.0419921875,,,
2023/08/24 10:47:47.000,-28.9873046875,,,
2023/08/24 10:52:40.000,-28.685546875,,,
2023/08/24 10:52:47.000,-28.72265625,,,
2023/08/24 10:52:51.000,-28.7353515625,,,
2023/08/24 10:58:00.000,-31.3251953125,,,
2023/08/24 10:58:03.000,-31.34375,,,
2023/08/24 10:58:10.000,-31.3798828125,,,
2023/08/24 10:58:13.000,-31.392578125,,,
2023/08/24 11:02:53.000,-32.630859375,,,
2023/08/24 11:02:57.000,-32.6337890625,,,
2023/08/24 11:03:02.000,-32.615234375,,,
2023/08/24 11:03:05.000,-32.59765625,,,
2023/08/24 11:08:04.000,-35.1396484375,,,
2023/08/24 11:08:09.000,-35.1669921875,,,
2023/08/24 11:08:13.000,-35.2021484375,,,
2023/08/24 11:08:17.000,-35.2294921875,,,
2023/08/24 11:13:02.000,-35.5712890625,,,
2023/08/24 11:13:05.000,-35.580078125,,,
2023/08/24 11:13:11.000,-35.599609375,,,
2023/08/24 11:18:19.000,-38.7333984375,,,
2023/08/24 11:18:23.000,-38.7578125,,,
2023/08/24 11:18:30.000,-38.78125,,,
2023/08/24 11:18:33.000,-38.7685546875,,,
2023/08/24 11:23:29.000,-40.6806640625,,,
2023/08/24 11:23:33.000,-40.6669921875,,,
2023/08/24 11:23:41.000,-40.6630859375,,,
2023/08/24 11:23:45.000,-40.673828125,,,
2023/08/24 10:13:53.000,-31.724609375,,,
2023/08/24 10:13:57.000,-31.732421875,,,
2023/08/24 10:14:00.000,-31.7412109375,,,
2023/08/24 10:14:04.000,-31.765625,,,
2023/08/24 10:14:07.000,-31.7783203125,,,
2023/08/24 10:19:14.000,-31.6455078125,,,
2023/08/24 10:19:17.000,-31.666015625,,,
2023/08/24 10:19:21.000,-31.6826171875,,,
2023/08/24 10:19:26.000,-31.69921875,,,
2023/08/24 10:24:35.000,-32.0341796875,,,
2023/08/24 10:24:39.000,-32.0126953125,,,
2023/08/24 10:24:44.000,-31.984375,,,
2023/08/24 10:24:47.000,-31.9521484375,,,
2023/08/24 10:24:50.000,-31.9228515625,,,
2023/08/24 10:24:55.000,-31.861328125,,,
2023/08/24 11:25:26.000,-40.9892578125,,,
2023/08/24 11:25:30.000,-40.994140625,,,
2023/08/24 11:25:33.000,-40.9970703125,,,
2023/08/24 11:27:34.000,-41.2685546875,,,
2023/08/24 11:27:37.000,-41.2666015625,,,
2023/08/24 11:27:42.000,-41.263671875,,,
2023/08/24 11:27:45.000,-41.2578125,,,
2023/08/24 11:33:31.000,-41.9033203125,,,
2023/08/24 10:37:10.000,-30.4765625,,,
2023/08/24 10:37:14.000,-30.19921875,,,
