Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_0/Channel_2.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,Third RTD,
2023/07/26 08:01:19.000,-34.7001953125,
2023/07/26 08:04:31.000,-35.0087890625,
2023/07/26 08:06:07.000,-34.669921875,
2023/07/26 08:12:35.000,-35.0078125,
2023/07/26 08:14:45.000,-34.5703125,
2023/07/26 08:21:18.000,-34.9345703125,
2023/07/26 08:23:06.000,-34.62890625,
2023/07/26 08:27:53.000,-34.310546875,
2023/07/26 08:29:31.000,-34.6328125,
2023/07/26 08:34:09.000,-34.962890625,
2023/07/26 08:36:29.000,-34.630859375,
2023/07/26 08:38:26.000,-34.9599609375,
2023/07/26 08:40:23.000,-34.6474609375,
2023/07/26 08:42:53.000,-34.9775390625,
2023/07/26 08:45:05.000,-34.62890625,
2023/07/26 08:47:25.000,-34.99609375,
2023/07/26 08:49:45.000,-34.6376953125,
2023/07/26 08:51:11.000,-34.9755859375,
2023/07/26 08:53:35.000,-34.64453125,
2023/07/26 09:00:15.000,-35.0302734375,
2023/07/26 09:06:19.000,-34.6240234375,
2023/07/26 09:08:16.000,-34.51171875,
2023/07/26 09:08:27.000,-34.6025390625,
2023/07/26 09:08:35.000,-34.634765625,
2023/07/26 09:08:41.000,-34.640625,
2023/07/26 09:08:51.000,-34.6953125,
2023/07/26 09:09:43.000,-34.6494140625,
2023/07/26 09:10:22.000,-34.5185546875,
2023/07/26 09:10:23.000,-34.51171875,
2023/07/26 09:10:55.000,-34.474609375,
2023/07/26 09:11:03.000,-34.458984375,
2023/07/26 09:11:49.000,-34.5283203125,
2023/07/26 09:11:57.000,-34.5673828125,
2023/07/26 09:12:15.000,-34.658203125,
2023/07/26 09:12:27.000,-34.732421875,
2023/07/26 09:12:35.000,-34.7822265625,
2023/07/26 09:12:42.000,-34.814453125,
2023/07/26 09:12:43.000,-34.8212890625,
2023/07/26 09:12:57.000,-34.861328125,
2023/07/26 09:13:18.000,-34.8916015625,
2023/07/26 09:13:25.000,-34.8828125,
2023/07/26 09:13:35.000,-34.849609375,
2023/07/26 09:13:43.000,-34.8134765625,
2023/07/26 09:13:55.000,-34.755859375,
2023/07/26 09:14:15.000,-34.6025390625,
2023/07/26 09:14:47.000,-34.3115234375,
2023/07/26 09:14:53.000,-34.2509765625,
2023/07/26 09:15:03.000,-34.15625,
2023/07/26 09:15:13.000,-34.1298828125,
2023/07/26 09:15:20.000,-33.97265625,
2023/07/26 09:15:28.000,-33.916015625,
2023/07/26 09:15:48.000,-33.7578125,
2023/07/26 09:15:50.000,-33.73828125,
2023/07/26 09:16:02.000,-33.7255859375,
2023/07/26 09:16:03.000,-33.666015625,
2023/07/26 09:16:13.000,-33.6240234375,
2023/07/26 09:16:25.000,-33.5986328125,
2023/07/26 09:16:55.000,-33.693359375,
2023/07/26 09:17:25.000,-33.837890625,
2023/07/26 09:17:57.000,-33.73046875,
2023/07/26 09:18:20.000,-33.564453125,
2023/07/26 09:19:15.000,-33.283203125,
2023/07/26 09:19:23.000,-33.2412109375,
2023/07/26 09:19:30.000,-33.24609375,
2023/07/26 09:19:37.000,-33.236328125,
2023/07/26 09:19:57.000,-33.2392578125,
2023/07/26 09:20:13.000,-33.2763671875,
2023/07/26 09:20:20.000,-33.3125,
2023/07/26 09:20:27.000,-33.359375,
2023/07/26 09:20:51.000,-33.505859375,
2023/07/26 09:20:57.000,-33.5615234375,
2023/07/26 09:21:10.000,-33.6748046875,
2023/07/26 09:21:21.000,-33.7724609375,
2023/07/26 09:21:27.000,-33.814453125,
2023/07/26 09:21:35.000,-33.8798828125,
2023/07/26 09:21:53.000,-34.009765625,
2023/07/26 09:22:03.000,-34.07421875,
2023/07/26 09:22:13.000,-34.1162109375,
2023/07/26 09:22:42.000,-34.134765625,
2023/07/26 09:23:04.000,-34.0849609375,
2023/07/26 09:23:31.000,-33.8359375,
2023/07/26 09:24:05.000,-33.3408203125,
2023/07/26 09:24:23.000,-33.0830078125,
2023/07/26 09:24:33.000,-33.037109375,
2023/07/26 09:24:43.000,-32.9130859375,
2023/07/26 09:24:53.000,-32.8662109375,
2023/07/26 09:24:59.000,-32.8427734375,
2023/07/26 09:25:05.000,-32.841796875,
2023/07/26 09:25:20.000,-32.892578125,
2023/07/26 09:26:01.000,-33.234375,
2023/07/26 09:26:55.000,-33.37890625,
2023/07/26 09:27:22.000,-33.296875,
2023/07/26 09:27:27.000,-33.265625,
2023/07/26 09:27:35.000,-33.224609375,
2023/07/26 09:27:58.000,-32.8505859375,
2023/07/26 09:28:05.000,-32.818359375,
2023/07/26 09:28:20.000,-32.8017578125,
2023/07/26 09:29:11.000,-32.7822265625,
2023/07/26 09:29:46.000,-32.771484375,
2023/07/26 09:30:01.000,-32.8818359375,
2023/07/26 09:30:15.000,-32.9833984375,
2023/07/26 09:30:44.000,-32.7041015625,
2023/07/26 09:30:55.000,-32.7119140625,
2023/07/26 09:31:07.000,-32.7001953125,
2023/07/26 09:31:43.000,-32.21875,
2023/07/26 09:32:17.000,-32.0263671875,
2023/07/26 09:32:35.000,-31.92578125,
2023/07/26 09:32:49.000,-31.681640625,
2023/07/26 09:33:10.000,-31.4599609375,
2023/07/26 09:33:17.000,-31.4736328125,
2023/07/26 09:33:23.000,-31.513671875,
2023/07/26 09:33:57.000,-31.7822265625,
2023/07/26 09:34:04.000,-31.5556640625,
2023/07/26 09:34:35.000,-31.6083984375,
2023/07/26 09:34:45.000,-31.650390625,
2023/07/26 09:34:57.000,-31.654296875,
2023/07/26 09:35:25.000,-31.591796875,
2023/07/26 09:36:17.000,-31.2685546875,
2023/07/26 09:36:35.000,-31.171875,
2023/07/26 09:36:47.000,-31.134765625,
2023/07/26 09:37:07.000,-31.10546875,
2023/07/26 09:37:19.000,-31.1181640625,
2023/07/26 09:37:35.000,-31.1796875,
2023/07/26 09:37:45.000,-31.240234375,
2023/07/26 09:37:55.000,-31.2958984375,
2023/07/26 09:38:05.000,-31.4111328125,
2023/07/26 09:38:27.000,-31.6171875,
2023/07/26 09:38:42.000,-31.7314453125,
2023/07/26 09:38:55.000,-31.7822265625,
2023/07/26 09:39:02.000,-31.8349609375,
2023/07/26 09:39:10.000,-31.857421875,
2023/07/26 09:39:12.000,-31.861328125,
2023/07/26 09:39:32.000,-31.8408203125,
2023/07/26 09:40:02.000,-31.71484375,
2023/07/26 09:40:10.000,-31.6591796875,
2023/07/26 09:40:17.000,-31.6005859375,
2023/07/26 09:40:25.000,-31.529296875,
2023/07/26 09:40:40.000,-31.41015625,
2023/07/26 09:40:42.000,-31.3896484375,
2023/07/26 09:41:07.000,-31.26171875,
2023/07/26 09:41:13.000,-31.2392578125,
2023/07/26 09:41:19.000,-31.2275390625,
2023/07/26 09:41:28.000,-31.2197265625,
2023/07/26 09:41:29.000,-31.20703125,
2023/07/26 09:41:36.000,-31.208984375,
2023/07/26 09:41:45.000,-31.21484375,
2023/07/26 09:42:03.000,-31.2626953125,
2023/07/26 09:42:25.000,-31.3466796875,
2023/07/26 09:42:32.000,-31.3779296875,
2023/07/26 09:42:39.000,-31.4111328125,
2023/07/26 09:42:59.000,-31.47265625,
2023/07/26 09:43:07.000,-31.484375,
2023/07/26 09:43:17.000,-31.4853515625,
2023/07/26 09:43:27.000,-31.4921875,
2023/07/26 09:43:42.000,-31.4580078125,
2023/07/26 09:43:49.000,-31.4384765625,
2023/07/26 09:43:57.000,-31.4169921875,
2023/07/26 09:44:05.000,-31.392578125,
2023/07/26 09:44:12.000,-31.3603515625,
2023/07/26 09:44:23.000,-31.3173828125,
2023/07/26 09:44:32.000,-31.2431640625,
2023/07/26 09:44:45.000,-31.1376953125,
2023/07/26 09:44:55.000,-31.1240234375,
2023/07/26 09:45:18.000,-30.9296875,
2023/07/26 09:45:29.000,-30.8759765625,
2023/07/26 09:45:39.000,-30.8271484375,
2023/07/26 09:45:55.000,-30.765625,
2023/07/26 09:46:05.000,-30.7568359375,
2023/07/26 09:46:15.000,-30.779296875,
2023/07/26 09:46:33.000,-30.892578125,
2023/07/26 09:46:39.000,-30.9287109375,
2023/07/26 09:46:52.000,-31.0341796875,
2023/07/26 09:47:09.000,-31.18359375,
2023/07/26 09:47:39.000,-31.3681640625,
2023/07/26 09:47:47.000,-31.3876953125,
2023/07/26 09:48:02.000,-31.375,
2023/07/26 09:48:14.000,-31.34765625,
2023/07/26 09:49:03.000,-31.0341796875,
2023/07/26 09:49:07.000,-31.015625,
2023/07/26 09:49:22.000,-30.8818359375,
2023/07/26 09:49:34.000,-30.8779296875,
2023/07/26 09:49:59.000,-30.6591796875,
2023/07/26 09:50:20.000,-30.6455078125,
2023/07/26 09:50:29.000,-30.6552734375,
2023/07/26 09:50:57.000,-30.8349609375,
2023/07/26 09:51:18.000,-30.994140625,
2023/07/26 09:51:31.000,-31.0732421875,
2023/07/26 09:51:37.000,-31.0908203125,
2023/07/26 09:51:51.000,-31.111328125,
2023/07/26 09:52:09.000,-31.30078125,
2023/07/26 09:52:21.000,-31.3564453125,
2023/07/26 09:52:30.000,-31.357421875,
2023/07/26 09:52:41.000,-31.318359375,
2023/07/26 09:52:49.000,-31.2822265625,
2023/07/26 09:53:28.000,-31.13671875,
2023/07/26 09:53:35.000,-31.08984375,
2023/07/26 09:53:37.000,-31.076171875,
2023/07/26 09:53:49.000,-31.0693359375,
2023/07/26 09:54:01.000,-31.0712890625,
2023/07/26 09:54:09.000,-31.0732421875,
2023/07/26 09:54:17.000,-31.095703125,
2023/07/26 09:55:06.000,-31.41015625,
2023/07/26 09:55:17.000,-31.4716796875,
2023/07/26 09:55:35.000,-31.5830078125,
2023/07/26 09:55:51.000,-31.6220703125,
2023/07/26 09:55:58.000,-31.6298828125,
2023/07/26 09:56:07.000,-31.6171875,
2023/07/26 09:56:21.000,-31.60546875,
2023/07/26 09:56:41.000,-31.5234375,
2023/07/26 09:56:49.000,-31.4873046875,
2023/07/26 09:57:01.000,-31.44921875,
2023/07/26 09:57:09.000,-31.3662109375,
2023/07/26 09:57:17.000,-31.3046875,
2023/07/26 09:58:01.000,-30.8779296875,
2023/07/26 09:58:10.000,-30.818359375,
2023/07/26 09:58:39.000,-30.7841796875,
2023/07/26 09:58:47.000,-30.8076171875,
2023/07/26 09:58:57.000,-30.869140625,
2023/07/26 09:59:09.000,-30.974609375,
2023/07/26 09:59:31.000,-31.140625,
2023/07/26 09:59:35.000,-31.1943359375,
2023/07/26 09:59:37.000,-31.201171875,
2023/07/26 09:59:44.000,-31.25390625,
2023/07/26 09:59:51.000,-31.2880859375,
2023/07/26 09:59:59.000,-31.322265625,
2023/07/26 10:00:07.000,-31.3330078125,
2023/07/26 10:00:26.000,-31.328125,
2023/07/26 10:00:45.000,-31.2763671875,
2023/07/26 10:00:51.000,-31.2314453125,
2023/07/26 10:01:01.000,-31.162109375,
2023/07/26 10:01:09.000,-31.0908203125,
2023/07/26 10:01:17.000,-31.041015625,
2023/07/26 10:01:32.000,-30.9375,
2023/07/26 10:01:39.000,-30.830078125,
2023/07/26 10:01:52.000,-30.7333984375,
2023/07/26 10:01:59.000,-30.6865234375,
2023/07/26 10:02:07.000,-30.66015625,
2023/07/26 10:02:14.000,-30.6552734375,
2023/07/26 10:02:54.000,-30.759765625,
2023/07/26 10:03:11.000,-30.8876953125,
2023/07/26 10:03:19.000,-30.9423828125,
2023/07/26 10:03:25.000,-30.9697265625,
2023/07/26 10:03:31.000,-31.0673828125,
2023/07/26 10:03:47.000,-31.24609375,
2023/07/26 10:03:54.000,-31.3017578125,
2023/07/26 10:04:11.000,-31.3984375,
2023/07/26 10:04:18.000,-31.41796875,
2023/07/26 10:04:38.000,-31.3994140625,
2023/07/26 10:04:47.000,-31.37890625,
2023/07/26 10:04:57.000,-31.365234375,
2023/07/26 10:05:07.000,-31.3037109375,
