Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0.,
2023/07/25 10:23:12.000,-35.76953125,
2023/07/25 10:24:20.000,-36.11328125,
2023/07/25 10:27:06.000,-35.7900390625,
2023/07/25 10:27:36.000,-35.7685546875,
2023/07/25 10:27:46.000,-35.8134765625,
2023/07/25 10:27:52.000,-35.830078125,
2023/07/25 10:27:56.000,-35.845703125,
2023/07/25 10:28:06.000,-35.884765625,
2023/07/25 10:28:08.000,-35.8857421875,
2023/07/25 10:28:10.000,-35.9052734375,
2023/07/25 10:28:12.000,-35.9228515625,
2023/07/25 10:28:16.000,-35.9189453125,
2023/07/25 10:28:30.000,-36.025390625,
2023/07/25 10:28:32.000,-36.0341796875,
2023/07/25 10:28:36.000,-36.08984375,
2023/07/25 10:28:46.000,-36.154296875,
2023/07/25 10:29:02.000,-36.2548828125,
2023/07/25 10:29:08.000,-36.2578125,
2023/07/25 10:29:30.000,-36.37890625,
2023/07/25 10:29:32.000,-36.3974609375,
2023/07/25 10:30:02.000,-36.3642578125,
2023/07/25 10:30:05.000,-36.361328125,
2023/07/25 10:30:08.000,-36.357421875,
2023/07/25 10:30:10.000,-36.34765625,
2023/07/25 10:30:13.000,-36.3564453125,
2023/07/25 10:30:18.000,-36.3203125,
2023/07/25 10:30:22.000,-36.3193359375,
2023/07/25 10:30:26.000,-36.298828125,
2023/07/25 10:30:28.000,-36.294921875,
2023/07/25 10:30:30.000,-36.2685546875,
2023/07/25 10:30:46.000,-36.1845703125,
2023/07/25 10:31:02.000,-36.091796875,
2023/07/25 10:31:08.000,-36.0712890625,
2023/07/25 10:31:32.000,-35.9365234375,
2023/07/25 10:31:42.000,-35.890625,
2023/07/25 10:31:46.000,-35.873046875,
2023/07/25 10:31:48.000,-35.88671875,
2023/07/25 10:31:50.000,-35.8759765625,
2023/07/25 10:31:52.000,-35.849609375,
2023/07/25 10:31:56.000,-35.8525390625,
2023/07/25 10:32:10.000,-35.81640625,
2023/07/25 10:32:12.000,-35.8125,
2023/07/25 10:32:26.000,-35.83984375,
2023/07/25 10:32:28.000,-35.82421875,
2023/07/25 10:32:30.000,-35.83984375,
