Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_3.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_3.,
2023/07/20 09:16:50.000,-31.6123046875,
2023/07/20 09:17:01.000,-31.61328125,
2023/07/20 09:17:25.000,-31.62109375,
2023/07/20 09:17:30.000,-31.6220703125,
2023/07/20 09:17:42.000,-31.625,
2023/07/20 09:17:51.000,-31.62890625,
2023/07/20 09:17:57.000,-31.6357421875,
2023/07/20 09:18:13.000,-31.634765625,
2023/07/20 09:19:01.000,-31.642578125,
2023/07/20 09:19:15.000,-31.6240234375,
2023/07/20 09:19:30.000,-31.6318359375,
2023/07/20 09:19:38.000,-31.6240234375,
2023/07/20 09:19:45.000,-31.6259765625,
2023/07/20 09:20:00.000,-31.6123046875,
2023/07/20 09:20:08.000,-31.6220703125,
2023/07/20 09:20:18.000,-31.6162109375,
2023/07/20 09:20:43.000,-31.6201171875,
2023/07/20 09:21:03.000,-31.6171875,
2023/07/20 09:21:13.000,-31.6220703125,
2023/07/20 09:22:01.000,-31.6171875,
2023/07/20 09:22:15.000,-31.6064453125,
2023/07/20 09:22:23.000,-31.58203125,
2023/07/20 09:22:44.000,-31.580078125,
2023/07/20 09:22:53.000,-31.5751953125,
2023/07/20 09:23:03.000,-31.5390625,
2023/07/20 09:23:24.000,-31.541015625,
2023/07/20 09:23:41.000,-31.458984375,
2023/07/20 09:23:43.000,-31.4658203125,
2023/07/20 09:23:45.000,-31.4580078125,
2023/07/20 09:24:21.000,-31.3701171875,
2023/07/20 09:24:33.000,-31.3505859375,
2023/07/20 09:25:21.000,-31.2529296875,
2023/07/20 09:25:29.000,-31.2451171875,
2023/07/20 09:25:39.000,-31.23046875,
2023/07/20 09:26:35.000,-31.1806640625,
2023/07/20 09:26:55.000,-31.1650390625,
2023/07/20 09:27:09.000,-31.169921875,
2023/07/20 09:27:17.000,-31.1533203125,
2023/07/20 09:27:23.000,-31.15234375,
2023/07/20 09:27:29.000,-31.1337890625,
2023/07/20 09:27:36.000,-31.125,
2023/07/20 09:27:43.000,-31.115234375,
2023/07/20 09:27:45.000,-31.119140625,
2023/07/20 09:28:02.000,-31.0947265625,
2023/07/20 09:28:03.000,-31.0908203125,
2023/07/20 09:28:29.000,-31.0458984375,
2023/07/20 09:29:04.000,-30.9990234375,
2023/07/20 09:29:55.000,-30.9296875,
2023/07/20 09:30:59.000,-30.9130859375,
2023/07/20 09:31:07.000,-30.9013671875,
2023/07/20 09:31:25.000,-30.8974609375,
2023/07/20 09:31:37.000,-30.91796875,
2023/07/20 09:31:43.000,-30.9130859375,
2023/07/20 09:31:57.000,-30.8720703125,
2023/07/20 09:32:25.000,-30.86328125,
2023/07/20 09:32:32.000,-30.8681640625,
2023/07/20 09:32:39.000,-30.833984375,
2023/07/20 09:32:47.000,-30.828125,
2023/07/20 09:32:55.000,-30.830078125,
2023/07/20 09:33:07.000,-30.7900390625,
2023/07/20 09:33:35.000,-30.771484375,
2023/07/20 09:33:47.000,-30.7744140625,
2023/07/20 09:34:02.000,-30.7578125,
2023/07/20 09:34:10.000,-30.74609375,
2023/07/20 09:34:17.000,-30.7490234375,
2023/07/20 09:34:25.000,-30.748046875,
2023/07/20 09:34:32.000,-30.744140625,
2023/07/20 09:34:43.000,-30.7509765625,
2023/07/20 09:34:52.000,-30.7666015625,
2023/07/20 09:35:15.000,-30.7705078125,
2023/07/20 09:35:45.000,-30.8232421875,
2023/07/20 09:35:52.000,-30.8173828125,
2023/07/20 09:36:05.000,-30.8466796875,
2023/07/20 09:36:18.000,-30.8525390625,
2023/07/20 09:36:27.000,-30.880859375,
2023/07/20 09:36:39.000,-30.9013671875,
2023/07/20 09:36:46.000,-30.876953125,
2023/07/20 09:36:49.000,-30.908203125,
2023/07/20 09:37:09.000,-30.9150390625,
2023/07/20 09:37:20.000,-30.9228515625,
2023/07/20 09:37:22.000,-30.9208984375,
2023/07/20 09:37:25.000,-30.931640625,
2023/07/20 09:37:31.000,-30.943359375,
2023/07/20 09:37:43.000,-30.9384765625,
2023/07/20 09:37:45.000,-30.943359375,
2023/07/20 09:37:52.000,-30.93359375,
2023/07/20 09:38:03.000,-30.955078125,
2023/07/20 09:38:12.000,-30.9501953125,
2023/07/20 09:38:17.000,-30.93359375,
2023/07/20 09:38:29.000,-30.9423828125,
2023/07/20 09:39:05.000,-30.9375,
2023/07/20 09:39:15.000,-30.9287109375,
2023/07/20 09:39:39.000,-30.9521484375,
2023/07/20 09:39:47.000,-30.94140625,
2023/07/20 09:40:02.000,-30.9453125,
2023/07/20 09:40:19.000,-30.9794921875,
2023/07/20 09:40:35.000,-30.962890625,
2023/07/20 09:40:58.000,-30.9345703125,
2023/07/20 09:41:05.000,-30.9482421875,
2023/07/20 09:41:07.000,-30.923828125,
2023/07/20 09:41:13.000,-30.916015625,
2023/07/20 09:41:19.000,-30.9248046875,
2023/07/20 09:42:07.000,-30.8505859375,
2023/07/20 09:42:22.000,-30.828125,
2023/07/20 09:42:37.000,-30.798828125,
2023/07/20 09:42:56.000,-30.775390625,
2023/07/20 09:43:51.000,-30.6826171875,
2023/07/20 09:43:57.000,-30.677734375,
2023/07/20 09:44:37.000,-30.609375,
2023/07/20 09:44:56.000,-30.59375,
2023/07/20 09:45:14.000,-30.5087890625,
2023/07/20 09:45:17.000,-30.498046875,
2023/07/20 09:45:27.000,-30.4833984375,
2023/07/20 09:45:51.000,-30.3857421875,
2023/07/20 09:45:59.000,-30.3564453125,
2023/07/20 09:46:17.000,-30.2958984375,
2023/07/20 09:46:32.000,-30.216796875,
2023/07/20 09:46:57.000,-30.1240234375,
2023/07/20 09:47:11.000,-30.0732421875,
2023/07/20 09:47:19.000,-30.0400390625,
