Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,New RTD #3,
2023/07/20 09:16:51.000,-34.900390625,
2023/07/20 09:16:55.000,-34.9072265625,
2023/07/20 09:17:02.000,-34.9140625,
2023/07/20 09:17:05.000,-34.9150390625,
2023/07/20 09:17:13.000,-34.90625,
2023/07/20 09:17:17.000,-34.900390625,
2023/07/20 09:17:23.000,-34.8955078125,
2023/07/20 09:17:26.000,-34.8916015625,
2023/07/20 09:17:31.000,-34.87890625,
2023/07/20 09:17:35.000,-34.873046875,
2023/07/20 09:17:43.000,-34.8564453125,
2023/07/20 09:17:47.000,-34.8515625,
2023/07/20 09:17:52.000,-34.8486328125,
2023/07/20 09:17:55.000,-34.8359375,
2023/07/20 09:17:58.000,-34.8369140625,
2023/07/20 09:18:03.000,-34.818359375,
2023/07/20 09:18:06.000,-34.8212890625,
2023/07/20 09:18:11.000,-34.798828125,
2023/07/20 09:18:14.000,-34.7998046875,
2023/07/20 09:18:22.000,-34.7763671875,
2023/07/20 09:18:25.000,-34.771484375,
2023/07/20 09:18:30.000,-34.7626953125,
2023/07/20 09:18:33.000,-34.76171875,
2023/07/20 09:18:48.000,-34.7392578125,
2023/07/20 09:19:02.000,-34.728515625,
2023/07/20 09:19:08.000,-34.724609375,
2023/07/20 09:19:13.000,-34.7216796875,
2023/07/20 09:19:16.000,-34.724609375,
2023/07/20 09:19:19.000,-34.728515625,
2023/07/20 09:19:23.000,-34.7255859375,
2023/07/20 09:19:27.000,-34.7333984375,
2023/07/20 09:19:31.000,-34.7431640625,
2023/07/20 09:19:35.000,-34.7529296875,
2023/07/20 09:19:39.000,-34.75390625,
2023/07/20 09:19:43.000,-34.7626953125,
2023/07/20 09:19:46.000,-34.775390625,
2023/07/20 09:19:49.000,-34.779296875,
2023/07/20 09:19:54.000,-34.7939453125,
2023/07/20 09:19:57.000,-34.8037109375,
2023/07/20 09:20:01.000,-34.82421875,
2023/07/20 09:20:06.000,-34.8349609375,
2023/07/20 09:20:11.000,-34.8408203125,
2023/07/20 09:20:15.000,-34.849609375,
2023/07/20 09:20:19.000,-34.8603515625,
2023/07/20 09:20:23.000,-34.859375,
2023/07/20 09:20:34.000,-34.876953125,
2023/07/20 09:20:37.000,-34.8740234375,
2023/07/20 09:20:44.000,-34.875,
2023/07/20 09:20:47.000,-34.8583984375,
2023/07/20 09:20:51.000,-34.86328125,
2023/07/20 09:20:55.000,-34.8515625,
2023/07/20 09:21:04.000,-34.8212890625,
2023/07/20 09:21:07.000,-34.8125,
2023/07/20 09:21:14.000,-34.7841796875,
2023/07/20 09:21:17.000,-34.7626953125,
2023/07/20 09:21:26.000,-34.7119140625,
2023/07/20 09:21:29.000,-34.6953125,
2023/07/20 09:21:34.000,-34.6650390625,
2023/07/20 09:21:37.000,-34.65625,
2023/07/20 09:21:42.000,-34.6083984375,
2023/07/20 09:21:45.000,-34.6005859375,
2023/07/20 09:21:49.000,-34.572265625,
2023/07/20 09:21:54.000,-34.5439453125,
2023/07/20 09:22:02.000,-34.49609375,
2023/07/20 09:22:08.000,-34.4560546875,
2023/07/20 09:22:13.000,-34.4365234375,
