Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_4.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_3/Channel_5.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_1/Channel_0.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_1/Channel_3.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_3/Channel_4.actual.value,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_3.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_4,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_3/Channel_5,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_2,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_1/Channel_0,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_1/Channel_3,cms_mtdtf_dcs_1:MTRS/MTD_TIF_34/Chip_1/Channel_0,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_3/Channel_4,cms_mtdtf_dcs_1:MTRS/MTD_TIF_33/Chip_1/Channel_3,
2023/08/18 10:19:45.000,,,21.37109375,21.3984375,21.43359375,,,,
2023/08/18 10:19:52.000,,,21.3505859375,21.3818359375,21.4306640625,,,,
2023/08/18 10:19:54.000,20.015625,20.6171875,,,,,20.8759765625,20.640625,
2023/08/18 10:19:55.000,20.009765625,20.625,,,,,20.86328125,20.62890625,
2023/08/18 10:19:56.000,,,21.3466796875,21.3828125,21.421875,,,,
2023/08/18 10:19:59.000,,,21.34375,21.38671875,21.412109375,,,,
2023/08/18 10:20:04.000,,,21.3388671875,21.376953125,21.4111328125,,,,
2023/08/18 10:20:07.000,,,21.333984375,21.3740234375,21.3955078125,,,,
2023/08/18 10:20:09.000,20.0009765625,20.61328125,,,,,20.8662109375,20.611328125,
2023/08/18 10:20:11.000,,,21.3232421875,21.3642578125,21.3759765625,,,,
2023/08/18 10:20:13.000,20.0068359375,20.6044921875,,,,20.8759765625,20.8486328125,20.6005859375,
2023/08/18 10:20:14.000,,,21.3251953125,21.3544921875,21.400390625,,,,
2023/08/18 10:20:16.000,,,,,,20.8564453125,,,
2023/08/18 10:20:17.000,19.994140625,20.6005859375,,,,,20.8388671875,20.6181640625,
2023/08/18 10:20:18.000,,,21.328125,21.3408203125,21.3857421875,,,,
2023/08/18 10:20:22.000,,,,,,20.845703125,,,
2023/08/18 10:20:24.000,,,,,,20.8408203125,,,
2023/08/18 10:20:26.000,,,,,,20.828125,,,
2023/08/18 10:20:28.000,,,,,,20.826171875,,,
2023/08/18 10:20:32.000,,,,,,20.814453125,,,
2023/08/18 10:20:34.000,,,,,,20.8212890625,,,
2023/08/18 10:20:37.000,,,,,,20.8134765625,,,
2023/08/18 10:20:39.000,,,,,,20.8037109375,,,
2023/08/18 10:20:42.000,19.99609375,20.5810546875,,,,,20.7890625,20.5947265625,
2023/08/18 10:20:43.000,,,21.4287109375,21.4365234375,21.5,,,,
2023/08/18 10:20:47.000,,,21.83203125,21.794921875,21.9326171875,,,,
2023/08/18 10:20:52.000,,,,,,20.7431640625,,,
2023/08/18 10:20:54.000,,,22.6474609375,22.68359375,22.7490234375,20.7392578125,,,
2023/08/18 10:20:57.000,,,22.7587890625,22.7705078125,22.83984375,,,,
2023/08/18 10:21:03.000,,,22.861328125,22.8837890625,22.9580078125,,,,
2023/08/18 10:21:07.000,,,22.8876953125,22.91015625,22.998046875,,,,
2023/08/18 10:21:09.000,19.9755859375,20.58984375,,,,,20.638671875,20.5732421875,
2023/08/18 10:21:11.000,,,22.9189453125,22.9453125,23.0205078125,,,,
2023/08/18 10:21:13.000,19.962890625,20.5634765625,,,,20.6796875,20.6357421875,20.5810546875,
2023/08/18 10:21:14.000,,,22.9345703125,22.9541015625,23.03515625,,,,
2023/08/18 10:21:16.000,,,,,,20.6572265625,,,
2023/08/18 10:21:17.000,19.958984375,20.5693359375,,,,,20.6298828125,20.576171875,
2023/08/18 10:21:18.000,,,22.9521484375,22.962890625,23.0576171875,,,,
2023/08/18 10:21:22.000,,,,,,20.6650390625,,,
2023/08/18 10:21:24.000,,,,,,20.6357421875,,,
2023/08/18 10:21:26.000,,,,,,20.646484375,,,
2023/08/18 10:21:28.000,,,,,,20.6181640625,,,
2023/08/18 10:21:32.000,,,,,,20.6171875,,,
2023/08/18 10:21:34.000,,,,,,20.61328125,,,
2023/08/18 10:21:37.000,,,,,,20.607421875,,,
2023/08/18 10:21:39.000,,,,,,20.5908203125,,,
2023/08/18 10:21:42.000,19.95703125,20.5439453125,,,,,20.548828125,20.5703125,
2023/08/18 10:21:43.000,,,22.97265625,23.001953125,23.0673828125,,,,
2023/08/18 10:21:47.000,,,22.966796875,23.005859375,23.083984375,,,,
2023/08/18 10:21:48.000,,,,,,20.5771484375,,,
2023/08/18 10:21:52.000,,,,,,20.5654296875,,,
2023/08/18 10:21:53.000,19.9755859375,20.58984375,,,,,20.53125,20.578125,
2023/08/18 10:21:54.000,,,22.9619140625,22.99609375,23.0830078125,,,,
2023/08/18 10:21:56.000,,,22.955078125,23.001953125,23.076171875,20.552734375,,,
2023/08/18 10:21:59.000,,,22.9697265625,22.99609375,23.064453125,,,,
2023/08/18 10:22:03.000,,,22.978515625,22.9921875,23.0751953125,,,,
2023/08/18 10:22:05.000,19.9873046875,,,,,,20.4931640625,20.609375,
2023/08/18 10:22:06.000,,,22.97265625,22.9892578125,23.080078125,,,,
2023/08/18 10:22:09.000,,,22.9609375,22.9970703125,23.068359375,,,,
2023/08/18 10:22:14.000,,,22.966796875,23.01171875,23.0673828125,,,,
2023/08/18 10:22:17.000,,,22.9619140625,22.9931640625,23.06640625,,,,
2023/08/18 10:22:19.000,19.9521484375,20.6337890625,,,,,20.4697265625,20.623046875,
2023/08/18 10:22:21.000,,,,23.0048828125,23.0615234375,,,,
2023/08/18 10:22:25.000,,,,,,20.4931640625,,,
2023/08/18 10:22:27.000,,,,,,20.45703125,,,
2023/08/18 10:22:28.000,,,22.9521484375,22.9921875,23.0556640625,,,,
2023/08/18 10:22:32.000,,,22.9453125,22.966796875,23.05859375,,,,
2023/08/18 10:22:35.000,,,22.955078125,22.994140625,23.0595703125,,,,
2023/08/18 10:22:39.000,,,22.9541015625,22.9794921875,23.05078125,,,,
2023/08/18 10:22:42.000,20.0751953125,20.69140625,,,,,20.4462890625,20.6796875,
2023/08/18 10:22:44.000,20.083984375,,,,,,20.4296875,20.681640625,
2023/08/18 10:22:45.000,,,22.9580078125,22.9697265625,23.037109375,,,,
2023/08/18 10:22:46.000,,,,,,20.4482421875,,,
2023/08/18 10:22:47.000,20.1005859375,20.7275390625,,,,,20.4169921875,20.6865234375,
2023/08/18 10:22:48.000,,,22.953125,22.978515625,23.0380859375,,,,
2023/08/18 10:22:52.000,,,,,,20.44140625,,,
2023/08/18 10:22:54.000,,,,,,20.4462890625,,,
2023/08/18 10:22:56.000,,,22.939453125,22.9541015625,23.041015625,20.4326171875,,,
2023/08/18 10:22:59.000,,,22.9345703125,22.9765625,23.03515625,,,,
2023/08/18 10:23:04.000,,,22.921875,22.9794921875,23.0439453125,,,,
2023/08/18 10:23:07.000,,,22.9287109375,22.955078125,23.0146484375,,,,
2023/08/18 10:23:08.000,,,,,,20.4169921875,,,
2023/08/18 10:23:11.000,,,,,,20.4189453125,,,
2023/08/18 10:23:14.000,,,,,,20.40625,,,
2023/08/18 10:23:16.000,,,,,,20.40234375,,,
2023/08/18 10:23:18.000,,,,,,20.390625,,,
2023/08/18 10:23:22.000,,,,,,20.388671875,,,
2023/08/18 10:23:24.000,,,,,,20.3896484375,,,
2023/08/18 10:23:26.000,20.109375,20.7744140625,,,,,20.3623046875,20.744140625,
2023/08/18 10:23:27.000,,,22.9189453125,22.935546875,23.0107421875,,,,
2023/08/18 10:23:28.000,,,,,,20.376953125,,,
2023/08/18 10:23:32.000,,,,,,20.37109375,,,
2023/08/18 10:23:33.000,20.0966796875,20.8037109375,,,,,20.3544921875,20.76953125,
2023/08/18 10:23:34.000,,,22.91015625,22.9365234375,23.0224609375,,,,
2023/08/18 10:23:36.000,,,,,,20.333984375,,,
2023/08/18 10:23:38.000,,,22.900390625,22.9326171875,23.0087890625,20.3642578125,,,
2023/08/18 10:23:42.000,,,22.90625,22.935546875,22.9970703125,,,,
2023/08/18 10:23:45.000,,,22.921875,22.927734375,23.0087890625,,,,
2023/08/18 10:23:46.000,,,,,,20.3544921875,,,
2023/08/18 10:23:48.000,,,,,,20.3447265625,,,
2023/08/18 10:23:52.000,,,,,,20.3203125,,,
2023/08/18 10:23:54.000,,,,,,20.33203125,,,
2023/08/18 10:23:56.000,,,22.8828125,22.9140625,23.0068359375,20.3203125,,,
2023/08/18 10:23:59.000,,,22.8759765625,22.9013671875,23.0009765625,,,,
2023/08/18 10:24:02.000,20.05078125,20.853515625,,,,,20.306640625,20.814453125,
2023/08/18 10:24:03.000,20.0595703125,20.8408203125,,,,,20.2880859375,,
2023/08/18 10:24:04.000,,,22.8740234375,22.9140625,22.9755859375,,,,
2023/08/18 10:24:06.000,,,,,,20.3056640625,,,
2023/08/18 10:24:07.000,20.03515625,20.8798828125,,,,,20.2998046875,20.8232421875,
2023/08/18 10:24:08.000,,,22.8720703125,22.8984375,22.990234375,,,,
2023/08/18 10:24:13.000,,,22.8662109375,22.8779296875,22.984375,,,,
2023/08/18 10:24:14.000,,,,,,20.30859375,,,
2023/08/18 10:24:18.000,,,,,,20.2880859375,,,
2023/08/18 10:24:22.000,,,,,,20.296875,,,
2023/08/18 10:24:24.000,,,,,,20.2861328125,,,
2023/08/18 10:24:26.000,,,,,,20.2626953125,,,
2023/08/18 10:24:28.000,,,22.861328125,22.875,22.9794921875,20.2861328125,,,
2023/08/18 10:24:33.000,,,22.8359375,22.892578125,22.9609375,,,,
2023/08/18 10:24:37.000,,,22.849609375,22.87890625,22.9990234375,,,,
2023/08/18 10:24:42.000,,,23.529296875,23.494140625,23.6708984375,20.23828125,,,
2023/08/18 10:24:45.000,,,23.9814453125,23.953125,24.123046875,,,,
2023/08/18 10:24:50.000,,,24.41796875,24.3955078125,24.5341796875,,,,
2023/08/18 10:24:53.000,,,,,,20.1796875,,,
2023/08/18 10:24:54.000,,,24.53515625,24.5712890625,24.6962890625,,,,
2023/08/18 10:24:57.000,,,24.6103515625,24.6357421875,24.7568359375,,,,
2023/08/18 10:24:58.000,,,,,,20.181640625,,,
2023/08/18 10:25:00.000,,,,,,20.1591796875,,,
2023/08/18 10:25:04.000,,,,,,20.13671875,,,
2023/08/18 10:25:06.000,,,,,,20.146484375,,,
2023/08/18 10:25:08.000,,,,,,20.1728515625,,,
2023/08/18 10:25:12.000,,,,,,20.1337890625,,,
2023/08/18 10:25:14.000,,,,,,20.1103515625,,,
2023/08/18 10:25:16.000,,,,,,20.1240234375,,,
2023/08/18 10:25:19.000,,,,,,20.12890625,,,
2023/08/18 10:25:22.000,,,,,,20.0966796875,,,
2023/08/18 10:25:23.000,,,24.8125,24.826171875,24.9423828125,,,,
2023/08/18 10:25:25.000,20.052734375,20.9228515625,,,,,20.068359375,20.8779296875,
2023/08/18 10:25:26.000,,,24.806640625,,24.9541015625,,,,
2023/08/18 10:25:29.000,,,24.8154296875,24.8447265625,24.9638671875,,,,
2023/08/18 10:25:35.000,,,24.8193359375,24.8408203125,24.9716796875,,,,
2023/08/18 10:25:39.000,,,24.8369140625,24.859375,24.978515625,,,,
2023/08/18 10:25:41.000,,,,,,20.0615234375,,,
2023/08/18 10:25:42.000,,,24.8310546875,24.8623046875,24.9794921875,,,,
2023/08/18 10:25:45.000,,,24.841796875,24.8720703125,24.9873046875,,,,
2023/08/18 10:25:49.000,,,24.83984375,,24.984375,,,,
2023/08/18 10:25:54.000,,,24.8544921875,24.8798828125,24.9892578125,,,,
2023/08/18 10:25:57.000,,,,24.876953125,24.9970703125,,,,
2023/08/18 10:25:59.000,20.0927734375,20.994140625,,,,,20.0244140625,20.94921875,
2023/08/18 10:26:02.000,,,24.853515625,24.87890625,25.0029296875,,,,
2023/08/18 10:26:06.000,,,24.86328125,24.8876953125,24.990234375,,,,
2023/08/18 10:26:08.000,20.1181640625,21.0263671875,,,,,20.013671875,20.98828125,
2023/08/18 10:26:09.000,20.126953125,21.041015625,,,,,20.0068359375,,
2023/08/18 10:26:11.000,,,24.8681640625,,25.009765625,,,,
2023/08/18 10:26:14.000,,,,,,20.0107421875,,,
2023/08/18 10:26:15.000,,,24.8564453125,24.892578125,25.001953125,,,,
2023/08/18 10:26:17.000,,,24.875,24.8916015625,25.0048828125,,,,
2023/08/18 10:26:19.000,20.1572265625,21.0634765625,,,,,19.9921875,21.0390625,
2023/08/18 10:26:21.000,,,24.857421875,24.888671875,25.015625,,,,
2023/08/18 10:26:22.000,,,,,,20.001953125,,,
2023/08/18 10:26:23.000,20.1728515625,21.0810546875,,,,,19.9912109375,,
2023/08/18 10:26:24.000,,,24.875,24.8955078125,24.9970703125,,,,
2023/08/18 10:26:26.000,,,24.86328125,24.8916015625,25.0224609375,20.0029296875,,,
2023/08/18 10:26:29.000,,,24.8916015625,24.8955078125,25.0146484375,,,,
2023/08/18 10:26:35.000,,,24.865234375,24.8984375,25.0107421875,,,,
2023/08/18 10:26:39.000,,,24.8681640625,24.892578125,25.0234375,,,,
2023/08/18 10:26:42.000,,,,,,19.9560546875,,,
2023/08/18 10:26:43.000,,,24.8701171875,24.896484375,24.9970703125,,,,
2023/08/18 10:26:45.000,20.205078125,21.1337890625,,,,,19.9609375,21.109375,
2023/08/18 10:26:47.000,,,24.8740234375,24.8876953125,25.01953125,,,,
2023/08/18 10:26:48.000,,,,,,19.9541015625,,,
2023/08/18 10:26:50.000,,,,,,19.9658203125,,,
2023/08/18 10:26:52.000,20.2275390625,21.1640625,,,,,19.9541015625,21.1533203125,
2023/08/18 10:26:53.000,,,24.8662109375,24.8955078125,24.9931640625,,,,
2023/08/18 10:26:54.000,,,,,,19.9365234375,,,
2023/08/18 10:26:56.000,,,,,,19.9443359375,,,
2023/08/18 10:26:58.000,,,,,,19.931640625,,,
2023/08/18 10:27:02.000,,,,,,19.9345703125,,,
2023/08/18 10:27:04.000,,,,,,19.935546875,,,
2023/08/18 10:27:06.000,,,,,,19.931640625,,,
2023/08/18 10:27:07.000,20.2587890625,21.2275390625,,,,,19.9404296875,21.203125,
2023/08/18 10:27:08.000,,,24.875,24.8974609375,25.0107421875,,,,
2023/08/18 10:27:10.000,,,24.888671875,24.9111328125,,19.9169921875,,,
2023/08/18 10:27:14.000,,,24.8720703125,24.904296875,25.01953125,,,,
2023/08/18 10:27:17.000,,,24.8798828125,24.9052734375,25.0166015625,,,,
2023/08/18 10:27:19.000,20.296875,21.29296875,,,,,19.939453125,21.2421875,
2023/08/18 10:27:22.000,,,24.8935546875,24.884765625,25.0283203125,,,,
2023/08/18 10:27:25.000,,,24.884765625,24.8984375,25.015625,,,,
2023/08/18 10:27:29.000,,,24.876953125,24.900390625,25.02734375,,,,
2023/08/18 10:27:34.000,,,24.8837890625,24.9013671875,25.0283203125,,,,
2023/08/18 10:27:37.000,,,24.8798828125,24.888671875,25.02734375,,,,
2023/08/18 10:27:39.000,,,,,,19.888671875,,,
2023/08/18 10:27:40.000,,,,,,19.8916015625,,,
2023/08/18 10:27:44.000,,,,,,19.87890625,,,
2023/08/18 10:27:46.000,,,,,,19.9013671875,,,
2023/08/18 10:27:48.000,,,,,,19.8701171875,,,
2023/08/18 10:27:52.000,,,,,,19.8564453125,,,
2023/08/18 10:27:54.000,,,,,,19.861328125,,,
2023/08/18 10:27:57.000,,,,,,19.8623046875,,,
2023/08/18 10:27:59.000,,,,,,19.869140625,,,
2023/08/18 10:28:03.000,,,,,,19.8583984375,,,
2023/08/18 10:28:04.000,,,24.8662109375,24.90234375,25.0166015625,,,,
2023/08/18 10:28:07.000,,,24.86328125,24.8955078125,25.033203125,,,,
2023/08/18 10:28:08.000,,,,,,19.8623046875,,,
2023/08/18 10:28:10.000,,,,,,19.84375,,,
2023/08/18 10:28:14.000,,,,,,19.8349609375,,,
2023/08/18 10:28:16.000,,,,,,19.8671875,,,
2023/08/18 10:28:17.000,20.337890625,21.421875,,,,,19.904296875,21.3935546875,
2023/08/18 10:28:18.000,,,24.8623046875,24.8876953125,25.0341796875,,,,
2023/08/18 10:28:20.000,,,24.865234375,24.896484375,25.0322265625,19.8388671875,,,
2023/08/18 10:28:24.000,,,24.857421875,24.8916015625,25.029296875,,,,
2023/08/18 10:28:27.000,,,24.8916015625,24.9189453125,25.0419921875,,,,
2023/08/18 10:28:32.000,,,,,,19.8056640625,,,
2023/08/18 10:28:35.000,,,,,,19.798828125,,,
2023/08/18 10:28:37.000,,,26.3037109375,26.2861328125,26.494140625,19.79296875,,,
2023/08/18 10:28:39.000,20.380859375,21.4765625,,,,,19.796875,21.4208984375,
2023/08/18 10:28:40.000,,,26.4921875,26.4873046875,26.6982421875,,,,
2023/08/18 10:28:43.000,,,,,,19.755859375,,,
2023/08/18 10:28:48.000,,,,,,19.7490234375,,,
2023/08/18 10:28:53.000,,,,,,19.7421875,,,
2023/08/18 10:28:55.000,,,,,,19.7529296875,,,
2023/08/18 10:28:56.000,,,26.787109375,26.8291015625,26.9853515625,,,,
2023/08/18 10:28:59.000,,,26.8046875,26.84375,27.015625,,,,
2023/08/18 10:29:05.000,,,26.8447265625,26.8896484375,27.044921875,,,,
2023/08/18 10:29:09.000,,,26.89453125,26.9072265625,27.0751953125,,,,
2023/08/18 10:29:12.000,20.39453125,21.548828125,,,,,19.779296875,21.4814453125,
2023/08/18 10:29:13.000,,,,26.9208984375,27.0869140625,,,,
2023/08/18 10:29:16.000,,,,,,19.6884765625,,,
2023/08/18 10:29:17.000,20.451171875,21.583984375,,,,,19.7578125,21.4990234375,
2023/08/18 10:29:19.000,,,26.919921875,26.935546875,27.1015625,,,,
2023/08/18 10:29:20.000,,,26.9248046875,26.9365234375,27.1064453125,19.703125,,,
2023/08/18 10:29:22.000,20.4541015625,21.5966796875,,,,,19.7451171875,21.5166015625,
2023/08/18 10:29:23.000,,,26.9404296875,26.95703125,27.1259765625,,,,
2023/08/18 10:29:24.000,,,,,,19.6953125,,,
2023/08/18 10:29:27.000,20.4697265625,21.62890625,,,,,19.759765625,21.5224609375,
2023/08/18 10:29:28.000,,,26.9482421875,26.953125,27.1328125,,,,
2023/08/18 10:29:30.000,,,,,,19.6875,,,
2023/08/18 10:29:34.000,,,,,,19.6572265625,,,
2023/08/18 10:29:36.000,,,,,,19.685546875,,,
2023/08/18 10:29:38.000,,,,,,19.6865234375,,,
2023/08/18 10:29:39.000,20.5205078125,21.6220703125,,,,,19.7333984375,21.56640625,
2023/08/18 10:29:42.000,,,26.9716796875,26.9794921875,27.1689453125,,,,
2023/08/18 10:29:45.000,,,26.986328125,26.9931640625,27.1728515625,,,,
2023/08/18 10:29:49.000,,,26.9794921875,26.998046875,27.173828125,,,,
2023/08/18 10:29:52.000,20.4951171875,21.658203125,,,,,19.7294921875,21.607421875,
2023/08/18 10:29:53.000,,,26.9892578125,27.0185546875,,,,,
2023/08/18 10:29:57.000,,,26.9951171875,27.015625,27.185546875,,,,
2023/08/18 10:29:59.000,20.486328125,21.7041015625,,,,,19.7431640625,21.623046875,
2023/08/18 10:30:02.000,,,27.0029296875,27.01953125,27.19921875,,,,
2023/08/18 10:30:03.000,20.50390625,21.7392578125,,,,19.6484375,19.7333984375,21.65625,
2023/08/18 10:30:05.000,20.4951171875,21.7119140625,,,,,19.7265625,21.6552734375,
2023/08/18 10:30:06.000,,,27.0205078125,27.0380859375,27.19140625,,,,
2023/08/18 10:30:09.000,,,27.02734375,27.033203125,27.208984375,,,,
2023/08/18 10:30:15.000,,,27.0400390625,27.044921875,27.220703125,,,,
2023/08/18 10:30:18.000,,,27.033203125,27.0380859375,27.2197265625,19.6376953125,,,
2023/08/18 10:30:23.000,,,,27.05078125,27.2294921875,,,,
2023/08/18 10:30:26.000,,,,,,19.6435546875,,,
2023/08/18 10:30:28.000,,,,,,19.6396484375,,,
2023/08/18 10:30:29.000,20.515625,21.86328125,,,,,19.73046875,21.7646484375,
2023/08/18 10:30:32.000,,,27.048828125,,27.244140625,,,,
2023/08/18 10:30:35.000,,,27.0341796875,27.0537109375,27.248046875,19.634765625,,,
2023/08/18 10:30:39.000,,,27.044921875,27.068359375,27.255859375,,,,
2023/08/18 10:30:44.000,,,27.0380859375,27.0712890625,27.259765625,19.6123046875,,,
2023/08/18 10:30:47.000,,,27.060546875,27.078125,27.2568359375,,,,
2023/08/18 10:30:49.000,20.5595703125,21.8955078125,,,,,19.712890625,21.8564453125,
2023/08/18 10:30:50.000,,,27.0625,27.0771484375,27.2724609375,,,,
2023/08/18 10:30:54.000,,,27.0576171875,27.0810546875,27.2646484375,,,,
2023/08/18 10:30:57.000,,,27.072265625,27.083984375,27.2744140625,,,,
2023/08/18 10:31:05.000,,,,,,19.603515625,,,
2023/08/18 10:31:06.000,,,,27.09375,27.283203125,,,,
2023/08/18 10:31:09.000,,,27.0712890625,27.1025390625,27.28515625,,,,
2023/08/18 10:31:12.000,20.572265625,22.029296875,,,,,,21.955078125,
2023/08/18 10:31:13.000,,,27.0693359375,27.08984375,27.2900390625,,,,
2023/08/18 10:31:17.000,,,27.080078125,27.10546875,27.2998046875,,,,
2023/08/18 10:31:19.000,20.5478515625,22.0537109375,,,,,19.73046875,21.974609375,
2023/08/18 10:31:22.000,,,27.0888671875,27.1083984375,27.2939453125,,,,
2023/08/18 10:31:25.000,,,27.08203125,27.107421875,27.3125,,,,
2023/08/18 10:31:29.000,,,27.09765625,27.111328125,27.302734375,,,,
2023/08/18 10:31:30.000,,,,,,19.5986328125,,,
2023/08/18 10:31:33.000,,,,,,19.5869140625,,,
2023/08/18 10:31:36.000,20.587890625,22.091796875,,,,,19.7294921875,22.0322265625,
2023/08/18 10:31:37.000,,,27.0908203125,,27.318359375,,,,
2023/08/18 10:31:38.000,,,27.0966796875,27.1015625,27.322265625,19.587890625,,,
2023/08/18 10:31:42.000,,,27.1064453125,27.1162109375,27.306640625,,,,
2023/08/18 10:31:45.000,,,27.1025390625,27.1142578125,27.3115234375,,,,
2023/08/18 10:31:48.000,,,,,,19.5869140625,,,
2023/08/18 10:31:50.000,,,,,,19.5771484375,,,
2023/08/18 10:31:53.000,,,27.1015625,27.1337890625,27.3310546875,,,,
2023/08/18 10:31:56.000,,,27.1142578125,27.1279296875,27.34765625,,,,
2023/08/18 10:31:57.000,,,,,,19.595703125,,,
2023/08/18 10:31:58.000,,,27.1240234375,27.12890625,27.3154296875,,,,
2023/08/18 10:32:03.000,,,27.1171875,27.13671875,27.3544921875,,,,
2023/08/18 10:32:07.000,,,27.1162109375,27.1416015625,27.3564453125,,,,
2023/08/18 10:32:13.000,,,27.123046875,27.1376953125,27.361328125,,,,
2023/08/18 10:32:14.000,,,,,,19.576171875,,,
2023/08/18 10:32:18.000,,,,,,19.5703125,,,
2023/08/18 10:32:20.000,,,,,,19.5732421875,,,
2023/08/18 10:32:23.000,20.71484375,22.2626953125,,,,,19.7275390625,22.185546875,
2023/08/18 10:32:24.000,,,27.841796875,27.78515625,28.1025390625,,,,
2023/08/18 10:32:27.000,,,28.2333984375,28.173828125,28.509765625,,,,
2023/08/18 10:32:32.000,,,28.8857421875,28.8876953125,29.142578125,,,,
2023/08/18 10:32:35.000,,,29.0185546875,29.015625,29.2724609375,,,,
2023/08/18 10:32:39.000,,,29.146484375,29.1591796875,29.3896484375,,,,
2023/08/18 10:32:45.000,,,29.2333984375,29.255859375,29.4794921875,,,,
2023/08/18 10:32:47.000,,,,,,19.51953125,,,
2023/08/18 10:32:48.000,,,,,,19.50390625,,,
2023/08/18 10:32:50.000,,,,,,19.49609375,,,
2023/08/18 10:32:54.000,,,,,,19.5048828125,,,
2023/08/18 10:32:56.000,,,,,,19.50390625,,,
2023/08/18 10:32:58.000,,,,,,19.4951171875,,,
2023/08/18 10:33:00.000,,,29.376953125,29.369140625,29.623046875,19.494140625,,,
2023/08/18 10:33:02.000,20.810546875,22.3525390625,,,,,19.6533203125,22.306640625,
2023/08/18 10:33:04.000,,,,29.392578125,29.6494140625,,,,
2023/08/18 10:33:08.000,,,29.404296875,29.408203125,29.6474609375,,,,
2023/08/18 10:33:09.000,,,,,,19.4873046875,,,
2023/08/18 10:33:10.000,,,29.4072265625,29.41015625,29.662109375,,,,
2023/08/18 10:33:15.000,,,29.4453125,29.4384765625,29.6845703125,,,,
2023/08/18 10:33:16.000,20.865234375,22.3994140625,,,,,19.65625,22.3583984375,
2023/08/18 10:33:17.000,,,29.439453125,29.455078125,29.7158203125,,,,
2023/08/18 10:33:23.000,,,29.46484375,29.48828125,29.7314453125,,,,
2023/08/18 10:33:25.000,20.86328125,22.4345703125,,,,,19.66796875,22.376953125,
2023/08/18 10:33:26.000,,,29.4736328125,29.5009765625,,,,,
2023/08/18 10:33:29.000,,,29.4921875,29.5078125,29.7490234375,,,,
2023/08/18 10:33:33.000,20.8447265625,22.5224609375,,,,,19.6708984375,22.42578125,
2023/08/18 10:33:34.000,,,29.525390625,29.5166015625,29.7626953125,,,,
2023/08/18 10:33:35.000,20.8349609375,22.515625,,,,19.494140625,19.6787109375,22.4423828125,
2023/08/18 10:33:37.000,20.8310546875,22.548828125,,,,,,22.44140625,
2023/08/18 10:33:38.000,,,,29.5361328125,29.783203125,,,,
2023/08/18 10:33:43.000,,,29.541015625,29.541015625,29.787109375,,,,
2023/08/18 10:33:44.000,,,,,,19.4873046875,,,
2023/08/18 10:33:46.000,,,,,,19.4892578125,,,
2023/08/18 10:33:48.000,,,,,,19.48046875,,,
2023/08/18 10:33:50.000,,,,,,19.486328125,,,
2023/08/18 10:33:53.000,20.8837890625,22.6201171875,,,,,19.6943359375,22.5185546875,
2023/08/18 10:33:54.000,,,29.5576171875,29.57421875,29.83203125,,,,
2023/08/18 10:33:57.000,,,29.546875,29.578125,29.8505859375,,,,
2023/08/18 10:34:00.000,,,,,,19.4755859375,,,
2023/08/18 10:34:02.000,20.8671875,22.6689453125,,,,,19.701171875,22.568359375,
2023/08/18 10:34:03.000,,,29.6015625,29.61328125,29.8583984375,,,,
2023/08/18 10:34:04.000,,,,,,19.484375,,,
2023/08/18 10:34:05.000,20.8720703125,22.69140625,,,,,19.720703125,22.5791015625,
2023/08/18 10:34:06.000,,,29.6025390625,29.6064453125,29.8671875,,,,
2023/08/18 10:34:08.000,,,,,,19.4853515625,,,
2023/08/18 10:34:10.000,,,29.6064453125,29.6171875,29.8935546875,19.4775390625,,,
2023/08/18 10:34:15.000,,,29.615234375,29.6240234375,29.8984375,,,,
2023/08/18 10:34:19.000,,,29.6357421875,29.6396484375,29.9072265625,,,,
2023/08/18 10:34:22.000,20.9677734375,22.8232421875,,,,,19.7275390625,22.69921875,
2023/08/18 10:34:23.000,,,29.6474609375,29.6591796875,29.912109375,,,,
2023/08/18 10:34:27.000,,,29.6650390625,29.669921875,29.9169921875,,,,
2023/08/18 10:34:29.000,20.9912109375,22.8876953125,,,,,19.740234375,22.740234375,
2023/08/18 10:34:30.000,,,29.6708984375,29.6806640625,29.94140625,,,,
2023/08/18 10:34:35.000,,,29.666015625,29.6708984375,29.955078125,,,,
2023/08/18 10:34:37.000,,,29.673828125,29.6787109375,29.9638671875,,,,
