Year/Month/Day Hour:Minute:Second.Millisecond,cms_mtdtf_dcs_1:MTRS/MTD_TIF_18/Chip_0/Channel_0.actual.value,
Year/Month/Day Hour:Minute:Second.Millisecond,New RTD #1,
2023/07/25 10:27:39.000,-34.279296875,
2023/07/25 10:27:41.000,-34.283203125,
2023/07/25 10:27:48.000,-34.2978515625,
2023/07/25 10:27:51.000,-34.296875,
2023/07/25 10:27:58.000,-34.3154296875,
2023/07/25 10:28:01.000,-34.314453125,
2023/07/25 10:28:19.000,-34.359375,
2023/07/25 10:28:23.000,-34.3798828125,
2023/07/25 10:28:28.000,-34.396484375,
2023/07/25 10:28:39.000,-34.4521484375,
2023/07/25 10:28:43.000,-34.474609375,
2023/07/25 10:28:47.000,-34.4931640625,
2023/07/25 10:28:51.000,-34.5107421875,
2023/07/25 10:28:57.000,-34.5341796875,
2023/07/25 10:29:01.000,-34.5439453125,
2023/07/25 10:29:05.000,-34.5791015625,
2023/07/25 10:29:09.000,-34.583984375,
2023/07/25 10:29:11.000,-34.5888671875,
2023/07/25 10:29:17.000,-34.6279296875,
2023/07/25 10:29:20.000,-34.6318359375,
2023/07/25 10:29:23.000,-34.6416015625,
2023/07/25 10:29:28.000,-34.6640625,
2023/07/25 10:29:36.000,-34.6748046875,
2023/07/25 10:29:39.000,-34.68359375,
2023/07/25 10:29:43.000,-34.6728515625,
2023/07/25 10:29:48.000,-34.6962890625,
2023/07/25 10:29:51.000,-34.7080078125,
2023/07/25 10:29:57.000,-34.7060546875,
2023/07/25 10:30:01.000,-34.703125,
2023/07/25 10:30:17.000,-34.6875,
2023/07/25 10:30:20.000,-34.68359375,
2023/07/25 10:30:30.000,-34.673828125,
2023/07/25 10:30:33.000,-34.66015625,
2023/07/25 10:30:38.000,-34.6552734375,
2023/07/25 10:30:41.000,-34.64453125,
2023/07/25 10:30:46.000,-34.6279296875,
2023/07/25 10:30:50.000,-34.6181640625,
2023/07/25 10:30:53.000,-34.6044921875,
2023/07/25 10:30:58.000,-34.5673828125,
2023/07/25 10:31:01.000,-34.5517578125,
2023/07/25 10:31:05.000,-34.548828125,
2023/07/25 10:31:08.000,-34.5400390625,
2023/07/25 10:31:11.000,-34.5234375,
2023/07/25 10:31:19.000,-34.505859375,
2023/07/25 10:31:22.000,-34.494140625,
2023/07/25 10:31:27.000,-34.4599609375,
2023/07/25 10:31:30.000,-34.4677734375,
2023/07/25 10:31:32.000,-34.4521484375,
2023/07/25 10:31:37.000,-34.4306640625,
2023/07/25 10:31:40.000,-34.43359375,
2023/07/25 10:31:57.000,-34.3623046875,
2023/07/25 10:31:59.000,-34.3759765625,
2023/07/25 10:32:03.000,-34.357421875,
2023/07/25 10:32:08.000,-34.34765625,
2023/07/25 10:32:16.000,-34.3330078125,
2023/07/25 10:32:19.000,-34.337890625,
2023/07/25 10:32:22.000,-34.3291015625,
2023/07/25 10:32:42.000,-34.3564453125,
2023/07/25 10:32:47.000,-34.359375,
2023/07/25 10:32:50.000,-34.3701171875,
2023/07/25 10:32:53.000,-34.388671875,
2023/07/25 10:32:58.000,-34.3984375,
2023/07/25 10:33:06.000,-34.4326171875,
2023/07/25 10:33:09.000,-34.435546875,
2023/07/25 10:33:13.000,-34.4599609375,
2023/07/25 10:33:18.000,-34.5029296875,
2023/07/25 10:33:21.000,-34.501953125,
2023/07/25 10:33:25.000,-34.54296875,
2023/07/25 10:33:36.000,-34.5888671875,
2023/07/25 10:33:39.000,-34.583984375,
2023/07/25 10:33:42.000,-34.62109375,
